,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates,search time
44,AP Capital Partners  ,Traditional,2003-01-01,"Orlando, FL, United States",Acquired,ZeroChaos,2004-12-01,425,http://www.apcpartners.com/,http://www.zerochaos.com/,Software,"Orlando, FL, United States","['Richard\xa0Powell', 'Frantz\xa0Alphonse ']",[],[],700.0
45,"Rabbit Creek Partners, LLC  ",Traditional,2003-06-01,"Boston, MA, United States",Acquired,Acken Signs,2004-12-01,432,,,Manufacturing,"Bluefield, VA, United States",['Doren\xa0Spinner '],"['Jim\xa0Sharpe', 'Larry\xa0Lepard']",[],549.0
46,Access CIG  ,Single Sponsor,2004-03-01,"Palo Alto, CA, United States",Acquired,RecordXpress,2004-12-01,559,https://informationprotected.com/,http://InformationProtected.com,Business Services,"Livermore, CA, United States",['Dennis\xa0Barnedt '],"['Aaron\xa0Gabbart', 'Joel\xa0Peterson', 'Will\xa0Thorndike']",[],275.0
47,"Liffey Thames Group, LLC  ",Traditional,2002-06-01,"San Francisco, CA, United States",Acquired,"SFL Data, Inc. (now known as Discovia)",2004-12-01,443,,https://www.discovia.com/,Business Services,"San Francisco, CA, United States","['Christian\xa0Lawrence', 'Ciaran\xa0Power']","['Jim\xa0Southern', 'Coley\xa0Andrews', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'Todd\xa0Tracey']",[],914.0
48,Altos Andes  ,Traditional,2003-01-01,Chile,Acquired,Glasstech S.A. (auto glass systems),2005-01-01,984,,http://www.glasstech.com,Manufacturing,Chile,['Carlos\xa0Fell '],"['Cristóbal\xa0Lira ', 'Guillermo\xa0Agüero ', 'Sergio\xa0Gutiérrez ', 'Luis\xa0Chadwick ']",[],731.0
49,Argo Investors LLC  Princeton University,Traditional,2002-12-01,"Bothell, WA, United States",Acquired,FWH (Fast Water Heater) Acquisition Co. LLC,2005-01-01,346,,,Consumer Services,"Bothell, WA, United States",['Jason\xa0Hanleybrown'],"['Chris\xa0Carter ', ""John\xa0O'Connell"", 'Neil\xa0Russell Foster ', 'Debbie\xa0Ivy ', ""Michael F\xa0O'Connell"", 'Bill\xa0Reid ', 'Todd\xa0Sandoz ', 'Paul\xa0Huber ', 'Jerry\xa0Ivy ', 'Jeffrey\xa0David Jordan ']",[],762.0
50,Argo Management Partners  ,Traditional,2001-07-01,"Chicago, IL, United States",Acquired,"Hunter MFG, LLP",2005-01-01,505,http://www.argo-partners.com/,http://www.huntermfg.net/,Business Services,"Fairfield, NJ, United States","['Daniel\xa0Campbell', 'J.T.\xa0Fitzgerald']","['Stephen\xa0Bent ', 'Nicholas\xa0Brady ', 'Russell\xa0Fisher ', 'William\xa0Hunter ', 'Thomas\xa0Sturges ']",[],1280.0
51,"Leadgate, S.A. Carnegie Mellon University - Tepper School of Business",Self Funded,2004-01-01,"Montevideo, Uruguay",Acquired,Industry: Dairy processing and retail distribution out of bankruptcy,2005-01-01,412,,,Agriculture,"Montevideo, Uruguay","['Matias\xa0Campiani ', 'Arturo\xa0Alvarez-Demalde ', 'Hugo\xa0Sebastian Hirsch ']",[],[],366.0
52,A.J. Wasserstein Search Fund  ,Traditional,,"Connecticut, United States",Acquired,Onesource Water,2005-01-01,707,,http://onesourcewater.net/,Utilities,"Farmington, CT 06032, United States",['A.J.\xa0Wasserstein'],['Harold\xa0Mottet'],[],
53,Pendleton Capital  Stanford University - Graduate School of Business,Traditional,2003-06-06,"Los Angeles, CA, United States",Acquired,InterPrint,2005-03-30,219,,,Business Services,"Los Angeles, CA, United States","['Jim\xa0Tierney', 'Jason\xa0Elk ']",[],[],663.0
54,Jim Edmunds search fund  ,Traditional,2004-01-01,"San Francisco, CA, USA",Acquired,Celebrity Kids Portrait Studios (photography),2005-04-01,1071,,,,"San Francisco, CA, USA","['Jim\xa0Edmunds', 'Nicholas\xa0Weiksner']",[],[],456.0
55,Wheelock Partners  ,Traditional,2004-01-01,"Gardner, MA, United States",Acquired,New England Peptide,2005-04-01,305,http://www.wheelockpartners.com/,www.newenglandpeptide.com,Healthcare,"Gardner, MA","['Dave\xa0Robinson ', 'Benjamin\xa0Robinson ', 'Naren\xa0Nayak ']","[""Michael F\xa0O'Connell"", 'Owen\xa0Colligan ', 'Craig\xa0Burr ', 'Brett\xa0Keith ', 'Jim\xa0Southern', 'Das\xa0Narayandas ']",[],456.0
56,Headland Partners  ,Traditional,2003-04-01,"San Francisco, CA, United States",Acquired,ProService Hawaii,2005-07-01,431,,http://www.proservice.com/,Business Services,"Honolulu, HI, United States","['Ben\xa0Godsey ', 'Dustin\xa0Sellers ']","['Tom\xa0Cassutt', 'David\xa0Lazier', 'Brad\xa0Brown', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Will\xa0Thorndike', 'John\xa0Chendo']",['Brian\xa0Andrés Helmick'],822.0
57,"Willow Capital, LLC  ",Self Funded,2003-01-01,"Lake Oswego, OR, United States",Acquired,AlphaCard,2005-10-01,309,inactive: http://www.willowcapital.com/,http://www.alphacard.com/,Business Services,"Portland, OR, United States","['Josh\xa0Daniels', 'Brett\xa0Fluegel ']",[],[],1004.0
58,Entrada Ventures LLC  ,Self Funded,2004-10-10,"Albuquerque, NM, United States",Acquired,MIOX Corp.,2005-10-01,482,,http://www.miox.com/,Wholesale,"Albuquerque, NM, United States","['Carlos\xa0Perea ', 'John\xa0Gerhart ']","['Trevor\xa0Loy ', 'Dirk\xa0McDermott ']",[],356.0
59,Stoddard Hill Capital  ,Traditional,2003-11-11,"Cincinnati, OH, United States",Acquired,iNET Interactive,2005-11-11,135,http://www.stoddardhillcapital.com/,http://www.penton.com/inet-interactive/,Software,"Cincinnati, OH, United States",['Troy\xa0Augustine'],"['Tom\xa0Cassutt', 'David\xa0Lazier', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Brad\xa0Brown']",[],731.0
60,Footbridge Partners  ,Traditional,2004-01-20,"Atlanta, GA 30357, USA",Acquired,Own and operate multiple children’s play space facilities throughout Manhattan.,2006-01-01,870,,,,"Manhattan, New York, NY, USA",['Brian\xa0Davis '],"[""Michael F\xa0O'Connell"", 'Howard\xa0Stevenson ', 'Tommy\xa0Beman ', 'Craig\xa0Burr ', 'Tom\xa0DeLong ', 'James\xa0Greene ', 'Joe\xa0Patton ', 'Harry\xa0Augur ', 'Robert\xa0Bowman ', 'Bob\xa0Carton ', 'Bill\xa0Egan ']",[],712.0
61,Pacific Onset Capital  ,Traditional,2005-04-12,"Los Angeles, CA, United States",Acquired,Avadyne Health,2006-01-10,183,inactive: www.pacificonset.com,https://www.avadynehealth.com/,Healthcare,"San Diego, CA, United States",['Moises\xa0Eilemberg'],"['Tom\xa0Cassutt', 'David\xa0Lazier', 'Bill\xa0Egan ', 'Rich\xa0Kelley', ""Michael F\xa0O'Connell"", 'Howard\xa0Stevenson ', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'William\xa0Leachman ', 'Leonardo\xa0Simpser', ""MK\xa0O'Connell""]",[],273.0
62,VantageCap Partners  ,Traditional,2003-12-12,"Dallas, TX, United States",Acquired,Behavioral Health Group,2006-04-04,146,,http://www.bhgrecovery.com,Healthcare,"Dallas, TX, United States","['Andy\xa0Love', 'Jim\xa0Draudt']","['David\xa0Carver', 'Jim\xa0Edmunds']",['Mark\xa0Turner'],844.0
63,Mt. Auburn Partners  ,Traditional,2004-06-01,"Boston, MA",Acquired,IVIZE (acquired by Modus),2006-06-01,277,,http://discovermodus.com/,Business Services,"Charlotte, NC, United States","['Malte\xa0Bernholz ', 'Joel\xa0Milne ']","['David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Brad\xa0Brown', 'Paul\xa0Davies', ""Michael F\xa0O'Connell""]",[],730.0
64,Council Oak Investors  ,Traditional,2006-10-05,"Austin, TX, USA",Acquired,Formaspace (custom furniture),2006-06-05,995,,formaspace.com,Manufacturing,"Austin, TX, USA",['Jeff\xa0Turk'],[],[],-122.0
65,North Point Capital Partners  ,Traditional,2005-01-01,"Long Lake, MN, United States",Acquired,Asset Recovery Corporation,2006-10-10,207,,http://www.arrow.com,Business Services,"Minneapolis, MN, United States",['Marshall\xa0Johnson'],"['David\xa0Carver', 'Jim\xa0Edmunds']",[],647.0
66,OPK Capital  ,Traditional,2006-05-01,"Markham, ON, Canada",Acquired,Lind Equipment,2007-01-01,283,http://www.opkcapital.com/,http://www.lindequipment.net,Manufacturing,"Markham, Ontario, Canada","['Brian\xa0Astl ', 'Sean\xa0Van Doorselaer ']","['Scott\xa0Asen', 'Craig\xa0Burr ', 'David\xa0Frankel ', 'Richard\xa0Ivey ', ""Michael F\xa0O'Connell"", 'Howard\xa0Stevenson ', 'Will\xa0Thorndike', 'Bill\xa0Young ', 'David\xa0Young ', 'Grant\xa0Gund', 'Ralph\xa0Vogel', 'Zack\xa0Gund ']",[],245.0
67,Fairview Partners  ,Self Funded,2006-02-02,"Manitowoc, WI, United States",Acquired,G & P Machine Company (now Prism Manufacturing Group),2007-01-01,488,,,Business Services,"Port Washington, WI, United States","['Jack\xa0Zbiegien ', 'Ric\xa0Czarnecki ']",[],[],333.0
68,Scout Capital LLC ,Traditional,2005-06-01,"Chicago, IL, USA",Acquired,specialty contracting and manufacturing business,2007-01-01,854,,,,,['Liesl\xa0McDonald'],[],[],579.0
69,Reticle Partners  ,Traditional,2005-06-01,"Pittsburgh, PA, United States",Acquired,"Columbia Northwest, Inc",2007-04-01,609,,http://www.aliner.com,Manufacturing,"Mt. Pleasant, PA","['Ned\xa0Collins', 'David\xa0Harel ']","['Karl\xa0Krieger ', 'Dale\xa0Buckwalter ', 'Ed\xa0Anderson ', 'Eric\xa0Close ', 'Yves\xa0Carreau ', ""Dave\xa0D'Appolonia "", 'Chris\xa0Farls ', 'Matt\xa0Levy ', 'Lhormer\xa0', 'Dan\xa0Lynch ', 'Hal\xa0Mendlowitz ', 'Patrick\xa0Mercier ', 'Scott\xa0Wolford ']","['Eric\xa0Close ', 'Chris\xa0Faris ', 'Chuck\xa0Kennedy ']",669.0
70,J. Devien Capital LLC  ,Traditional,2005-06-01,"Atlanta, GA, United States",Acquired,American Biosurgical LLC,2007-05-01,406,,http://www.americanbiosurgical.com,Healthcare,"Atlanta, GA","['Joe\xa0McGhee', 'James\xa0Kennedy ', 'Paul\xa0Mooney ']","['Scott\xa0Asen', 'Craig\xa0Burr ', 'Tom\xa0Cassutt', 'David\xa0Lazier']",['Elliott\xa0Holland'],699.0
71,Diligent Capital LLC  ,Traditional,2006-05-01,"Fort Myers, FL, United States",Acquired,ChildCare Careers,2007-06-01,481,,http://www.childcarecareers.net/,Consumer Services,"Brisbane, CA, USA","['Peter\xa0L. Jones ', 'Jason\xa0D. Jones ']",[],[],396.0
72,Venatus Capital Partners  ,Traditional,2006-01-01,"Redondo Beach, CA, United States",Acquired,"EM-Assist, Inc. (environmental program management and technical support services to DoD)",2007-07-01,387,,,Business Services,"Sacramento, CA, USA",['Jeremy\xa0Burr'],"['Scott\xa0Asen', 'James\xa0Braun ', 'Craig\xa0Burr ', 'Bill\xa0Egan ', 'Nabil\xa0El-Hage ', 'Jeffrey\xa0Evans ', 'Russell\xa0Fisher ', 'J.T.\xa0Fitzgerald', 'James\xa0Freedman ', 'Andreas\xa0Graham ', 'James\xa0Higgins ', 'Arnaud\xa0Karsenti ', ""Michael F\xa0O'Connell"", ""Paul\xa0O'Leary "", 'Michael\xa0Rosenberg ', 'Rafael\xa0Somoza', 'José\xa0Stella', 'Howard\xa0Stevenson ', 'Will\xa0Thorndike', 'Jim\xa0Wilder']",[],546.0
73,Travis Ayers' Search Fund  ,Self Funded,,"Friday Harbor, WA, USA",Acquired,Luxel Corporation (research equipment),2007-08-01,849,,https://luxel.com/,Manufacturing,"Friday Harbor, WA, USA",['Travis\xa0Ayers'],[],[],
74,"Buck Creek Capital, LLC  ",Traditional,2005-01-01,"Seattle, WA, United States",Acquired,Fresca Mexican Foods LLC,2007-08-08,473,,http://frescamex.com/,Wholesale,"Boise, ID, United States",['Andrew\xa0Savin'],"['Andy\xa0Dale', 'John\xa0Buttrick ', 'Phil\xa0Calian ', 'Stephen\xa0Clearman', 'William\xa0Cohan', 'Timothy\xa0Dunley ', 'David\xa0Gabrieli ', 'Larry\xa0Lepard', 'Howard\xa0Stevenson ', 'Will\xa0Thorndike', 'Richard\xa0Vines ', 'Howard\xa0Philip Welt ', 'Steve\xa0Brown ', 'Craig\xa0Burr ']",[],949.0
75,Blue Canyon Capital  ,Traditional,2006-06-06,"Dayton, OH, United States",Acquired,VRI,2007-10-10,161,http://bluecanyoncapital.com/,http://www.vricares.com/,Healthcare,"Dayton, OH, United States","['Chris\xa0Hendriksen', 'Andy\xa0Schoonover']","['Bill\xa0Egan ', 'Jeff\xa0Goettman ', 'Paul\xa0Furlow', 'Craig\xa0Burr ', 'Chris\xa0Nassetta ', 'Jim\xa0Risoleo ', 'Bob\xa0Oster ', 'Kent\xa0Weaver', 'Steve\xa0Lanter ', 'Martin\xa0Cagan ', 'Mike\xa0Cantonis ', ""Michael F\xa0O'Connell"", 'Chris\xa0Clevenger ', 'Jay\xa0Kern ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Howard\xa0Stevenson ', 'Robert\xa0Dahl ', 'Scott\xa0Grossman ', 'Daniel\xa0Henn ', 'Michael\xa0Aubrey ', 'Doug\xa0McCormick ']",[],491.0
76,Geminus Capital Partners  ,Traditional,2007-07-07,"Philadelphia, PA, United States",Acquired,Penn Warranty Corporation,2008-01-01,222,http://www.geminuscapital.com/,https://www.pennwarranty.com/,Insurance,"Wilkes-Barre, PA, United States",['Jude\xa0Tuma'],"['Ralph\xa0Vogel', 'Grant\xa0Gund', 'Will\xa0Thorndike', 'Jim\xa0Wilder', 'Joe\xa0Niehaus', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'Bill\xa0Egan ', 'Craig\xa0Burr ', 'David\xa0Dodson', 'David\xa0Lazier', 'Jim\xa0Southern', 'John\xa0Kephart ', 'José\xa0Stella', ""Michael F\xa0O'Connell"", 'Rafael\xa0Somoza', 'Scott\xa0Asen', 'Tom\xa0Cassutt']",[],178.0
77,Ashford Venture Partners  ,Traditional,2007-03-03,"San Juan, Puerto Rico",Acquired,QMC Telecom,2008-01-01,200,,http://www.qmctelecom.com.br/,Utilities,"San Juan, Puerto Rico","['Rafael\xa0Somoza', 'José\xa0Stella']","['Todd\xa0MacLean ', 'Morgan\xa0Livermore ', 'Will\xa0Thorndike', 'Jim\xa0Wilder', 'Joe\xa0Niehaus', 'Quadrant\xa0Capital Advisors ', 'Aaron\xa0Gabbart', 'Joel\xa0Peterson', 'Jim\xa0Southern', 'David\xa0Dodson', 'Coley\xa0Andrews']",['Sebastian\xa0Perez Restrepo'],304.0
78,BearTree Partners  ,Traditional,2005-08-08,"Los Angeles, CA, United States",Acquired,Verengo,2008-01-01,215,,http://www.verengosolar.com/,Consumer Services,"Orange County, CA, United States","['Randy\xa0Bishop', 'Ken\xa0Button ']","['Tim\xa0Ludwig', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'David\xa0Carver', 'Jim\xa0Edmunds']",[],876.0
79,Johns Creek Partners  ,Traditional,2007-01-01,"Norcross, GA, United States",Acquired,"Medical Positioning, Inc",2008-02-12,390,,http://www.medicalpositioning.com/,Manufacturing,"Kansas City, MO, United States",['Ruben\xa0Salinas '],"['Robert\xa0Anderson ', 'Scott\xa0Asen', 'Craig\xa0Burr ', 'Stephen\xa0Clearman', 'Owen\xa0Colligan ', 'David\xa0Dodson', 'Bill\xa0Egan ', 'Jaime\xa0Irick ', 'Brett\xa0Keith ', 'Rafael\xa0Somoza', 'Jim\xa0Southern', 'José\xa0Stella', 'Howard\xa0Stevenson ', 'Will\xa0Thorndike', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley']",[],407.0
80,"Violet Hill Ventures, LLC  ",Traditional,2004-01-01,Pasadena CA,Acquired,"Sparling Instruments, LLC",2008-05-01,470,,http://www.sparlinginstruments.com/,Manufacturing,"El Monte, California, United States",['Yosufi\xa0Tyebkhan '],[],[],1582.0
81,Pinamar Investments  ,Self Funded,2006-06-06,"Denver, CO, United States",Acquired,Wyatt Towing,2008-06-06,220,,http://www.wyattstowing.com/,Transportation,"Denver, CO, United States",['Troy\xa0Porras'],[],[],731.0
82,HWI Partners - Search Fund I,Traditional,2005-03-01,"Wilmington, DE, United States",Acquired,Custom Cable (and others),2008-07-01,484,https://hwipartners.com,https://hwipartners.com,Business Services,"Tampa, FL, United States",['Martin\xa0Hunt '],"['Bertram\xa0Scott ', 'Earl\xa0F.Hilliard ', 'Brian\xa0Holland ', 'Lee\xa0Ciccarelli ', 'Preston\xa0Polk ', 'James\xa0Thornton ', 'Stephen\xa0Hurly ', ""Michael F\xa0O'Connell"", 'Joe\xa0McGhee', 'Will\xa0Thorndike', 'Howard\xa0Stevenson ', 'Samuel\xa0J. Boyd Jr.', 'Alexander\xa0Wit ', 'Kenneth (Ken)\xa0Hunt ']",[],1218.0
83,Gordian Capital ,Traditional,2008-01-01,"New York, NY, United States",Acquired,Staff One,2008-07-01,466,http://www.gordiancapital.com/,http://www.staffone.com,Business Services,"Dallas, TX, United States","['Mark\xa0Sinatra', 'Robert\xa0Befidi ']","['Tom\xa0Cassutt', 'David\xa0Lazier', 'David\xa0Carver', 'Jim\xa0Edmunds']",[],182.0
84,Semeia Brasil  ,Traditional,2005-06-01,"São Paulo, State of São Paulo, Brazil",Acquired,Inside Mídia Interativa,2008-09-01,1055,,https://www.linkedin.com/in/renatodesousa/,Software,"São Paulo, State of São Paulo, Brazil","['Gabriel\xa0Braga', 'Guilherme\xa0Passos ', 'Bruno\xa0Gardenal YukiharI ', 'Gabriel\xa0Migliori Neto ']",['Rafael\xa0Ramalho '],[],1188.0
85,Sean Callahan Search Fund  ,Single Sponsor,2007-11-01,"San Francisco, CA, United States",Acquired,YDesign,2008-09-01,681,,http://www.ydesigngroup.com,Manufacturing,"San Francisco, CA, United States",['Sean\xa0Callahan'],['Graham\xa0Weaver'],[],305.0
86,Spec Limit Capital Partners  ,Traditional,2007-06-01,"Chicago, IL, United States",Acquired,Progressive Bronze Products + add on: Chicago Copper & Iron,2008-12-01,446,http://www.speclimit.com/,http://pbronze.com/,Manufacturing,"Chicago, IL, United States",['Matt\xa0Littell '],"['Tim\xa0Ludwig', 'Edward\xa0Benford ', 'J.T.\xa0Fitzgerald', 'Daniel\xa0Campbell', 'William P.  ""Bill""\xa0Sutter, Jr. ', 'Richardo\xa0Forrer ', 'A.J.\xa0Wasserstein']",[],549.0
87,Pioneer Equity Partners  ,Traditional,2007-01-01,"Charlotte, NC, United States",Acquired,BNI Global,2009-01-01,372,http://pioneerequity.com/, http://www.bni.com,Business Services,"Charlotte, North Carolina, United States",['Graham\xa0Weihmiller'],"['Jim\xa0Southern', 'Coley\xa0Andrews', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Brad\xa0Brown']",[],731.0
88,Brown Robin Capital  ,Traditional,2007-01-01,"San Francisco, CA, United States",Acquired,OnRamp Access,2009-01-01,334,http://www.brownrobin.com/,https://www.lightedge.com/a,Business Services,"Austin, TX, United States","['Lucas\xa0Braun', 'Ryan\xa0Robinson ']","['Tim\xa0Ludwig', 'Jim\xa0Southern', 'Michael\xa0De Anda ', 'Coley\xa0Andrews', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Will\xa0Thorndike', 'Mike\xa0Smerklo', 'Jim\xa0Wilder', 'Mark\xa0Hilderbrand ', 'Barry\xa0Reynolds ']",[],731.0
89,Rational Equity  ,Traditional,2007-01-01,"St Paul, MN, United States",Acquired,WebEquity Solutions,2009-01-01,279,,https://www.moodysanalytics.com/about-us/history/web-equity-solutions-history,Software,"Omaha, NE, United States",['Doug\xa0McGregor '],"['Jim\xa0Southern', 'Coley\xa0Andrews', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'David\xa0Carver', 'Jim\xa0Edmunds']",[],731.0
90,Halibut Flats Partners  ,Traditional,2008-01-01,"Seattle, WA, United States",Acquired,Blue Dog Bakery,2009-02-01,510,http://halibutflatspartners.com/,http://www.bluedogbakery.com/,Retail,"Seattle, WA, United States",['Kyle\xa0Polanski '],"['Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'Christopher\xa0Bayley ', 'Fraser\xa0Black ', 'Chris\xa0Cunning', 'Dan\xa0Mattsen ', 'Peter\xa0Day', 'William\xa0Douglas ', 'Stuart\xa0Platt ', 'Bruce\xa0Richards ', 'Aaron\xa0Richmond ', 'Tom\xa0Varga ', 'Dale\xa0Vogel ', 'Todd\xa0Marker ', 'Andrew\xa0Whitman']",[],397.0
91,Carrboro Capital  ,Traditional,2007-10-01,"Chapel Hill, NC, United States",Acquired,,2009-03-01,474,http://carrboro-capital-0.launchrock.com/,,Healthcare,,"['Benjamin\xa0Redding ', 'Brian\xa0Fauver ']",['W.\xa0Clay Hammer '],[],517.0
92,South Florida Media Group  ,Traditional,2005-05-01,"Boca Raton, FL, USA",Acquired,Welcome Wagon (marketing to new homeowners/movers),2009-06-01,1027,,http://welcomewagon.com/,Business Services,"Miami, FL, USA","['STEVEN\xa0J. GOODMAN ', 'CRAIG\xa0SWILL ']",['Will\xa0Thorndike'],[],1492.0
93,"American Franchise Company, LLC  ",Traditional,2007-06-01,"Charlotte, NC, United States",Acquired,Griswold Home Care,2009-06-01,467,,http://www.griswoldhomecare.com,Consumer Services,"Plymouth Meeting, PA, United States",['Graham\xa0Weihmiller'],"['Brad\xa0Brown', 'David\xa0Carver', 'Jim\xa0Edmunds']",[],731.0
94,Trumpet Ventures  ,Traditional,2008-07-07,"Mountain View, CA, United States",Acquired,Trumpet Behavioral Health,2009-06-08,201,,http://www.tbh.com/,Healthcare,"Denver, CO, United States","['Chris\xa0Miller', 'Lani\xa0Fritts ']","['Joel\xa0Peterson', 'Aaron\xa0Gabbart', 'Jason\xa0Shafer', 'Coley\xa0Andrews', 'Jim\xa0Southern']",[],336.0
95,Caldera Capital Partners  ,Traditional,2007-08-01,"Chicago, IL, United States",Acquired,StatLab Medical Products,2009-09-01,284,http://www.calderacapitalpartners.com/,http://www.statlab.com,Healthcare,"McKinney, TX, United States","['Michael\xa0Aubrey ', 'Daniel\xa0Henn ']","['Edward\xa0Benford ', 'Craig\xa0Burr ', 'Robert\xa0Dahl ', 'Bryan\xa0Daniels ', 'Bill\xa0Egan ', 'J.T.\xa0Fitzgerald', 'Paul\xa0Furlow', 'Steve\xa0Groya ', 'James\xa0Hallene ', 'Jay\xa0Kern ', 'Michael\xa0Lauesen ', 'Allan\xa0Martin ', 'Das\xa0Narayandas ', ""Michael F\xa0O'Connell"", 'Darren\xa0Snyder ', 'Jim\xa0Southern', 'Jennifer\xa0Steans ', 'Howard\xa0Stevenson ', 'Will\xa0Thorndike', 'Christopher\xa0Killackey ', 'Aaron \xa0Mobarak']",[],762.0
96,Lincoln Peak Capital  ,Traditional,2008-09-01,Boston Ma,Acquired,"Westfield Capital Management, L.P & Asset Management Firms",2009-12-14,1025,,,Finance,"Boston, MA, USA","['Seth\xa0Brennan ', 'Anthony\xa0Leness ']","['Will\xa0Thorndike', 'Mark\xa0Hilderbrand ', 'Joe\xa0Niehaus']",[],469.0
97,Ninth Street Capital Partners  ,Self Funded,2009-01-01,"Beachwood, OH, United States",Acquired,Castronics,2010-01-01,337,http://www.ninthstreetcapital.com/,,Oil and Gas,"Nebraska, United States","['Michael\xa0Grandfils', 'Patrick\xa0Dickinson']","['Charles\xa0Dickinson ', 'David\xa0Vogel ', 'Kent\xa0Weaver', 'Tim\xa0Ludwig', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Steve\xa0Nutt ']",[],365.0
98,Bluebird Investment Company  ,Traditional,2009-06-06,"San Francisco, CA, USA",Acquired,The Murphy Insurance Group,2010-01-01,67,,http://www.murphyinsurance.com/,Insurance,"Madison, WI, United States",['August\xa0Felker'],"['Sandro\xa0Mina', 'Martin\xa0Steber', 'Tom\xa0Cassutt', 'David\xa0Lazier']",[],209.0
99,Accelon Capital  ,Traditional,2009-01-01,"San Francisco, CA, United States",Acquired,UnitedLayer,2010-01-01,351,https://unitedlayer.com/,https://unitedlayer.com/,Software,"San Francisco, CA, United States",['Abhijit\xa0Phanse '],"['Tim\xa0Ludwig', 'Joel\xa0Peterson', 'Aaron\xa0Gabbart', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Michael\xa0De Anda ', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Brad\xa0Brown', 'David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds']",[],365.0
100,Summit Line Capital LLC  ,Traditional,2008-10-20,"Chicago, IL, United States",Acquired,Discovery Outsourcing,2010-01-01,694,,https://www.coadvantage.com/,Business Services,"Denver, CO, United States","['Todd\xa0Beutel', 'Andrew\xa0Stohl']","['Phil\xa0Rosenbloom', 'Graham\xa0Weaver', 'Tim\xa0Ludwig']",[],438.0
