,name,type,formed,Search Location,stage,company,acquired,Searchfund Index,searchWebsite,companyWebsite,industry,Acquistion Location,searchers,investors,associates,Search Length,search long,search lat,acquisition lat,acquisition long,Miles Between Search and Acquisiton
186,Ironclad Capital  ,Traditional,2013-06-06,"Louisville, KY, United States",Acquired,NeuroInternational,2014-05-01,65,http://www.ironcladcap.com/,http://www.neurointernational.com/,Healthcare,"Sarasota, FL, United States",'Noah Riner',"'Bob Oster ', 'Aaron Gabbart', 'Jeff Stevens', 'Richard Augustyn', 'Bret Comolli', 'David Dodson', 'Tom Cassutt', 'Ed Haldeman ', 'Allen Hill ', 'Steve Kaufmann ', 'Peter Kelly', 'David Lazier', 'Andy Love', 'Sandro Mina', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Kent Weaver', 'William Norvell', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Brad Buser', 'Martin Steber'",,329,-85.759407,38.2542376,27.3364347,-82.5306527,777.1525518599829
187,Impala Investment Holdings LLC  ,Traditional,2012-09-01,Kenya,Acquired,Aquavita Limited,2014-06-01,356,http://impalainvestmentholdings.com/,http://aquavitallc.com/,Business Services,"Nairobi, Nairobi County, Kenya",'Jane Kaggwa ',"'Jim Southern', 'Rafael Somoza', 'Tom Cassutt', 'Sandro Mina', 'Martin Steber', 'Will Thorndike', 'Coley Andrews', 'Jos Stella', 'David Lazier', 'Peter Kelly'",,638,38.4313975,1.4419683,-1.30316895,36.82606122410508,219.71692519352672
188,Long Trail Leadership  ,Single Sponsor,2013-07-01,"Manalapan Township, NJ, United States",Acquired,"Fail Safe Testing, Inc. (fire hose, pump & ladder testing)",2014-06-01,332,http://ltleadership.com/,http://www.failsafeusa.com/,Business Services,"Manalapan Township, NJ, United States",'Kousha Bautista-Saeyan',"'Rick Ruback', 'Royce Yudkoff'",,335,-74.333495,40.2852895,40.2852895,-74.333495,0.0
189,Graycourt Capital  ,Traditional,2013-02-02,"Dallas, TX, United States",Acquired,The Pet Loss Center,2014-06-06,62,http://graycourtcapital.com/,https://thepetlosscenter.com/,Consumer Services,"Dallas, TX, United States",'Nick Padlo',"'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Fred Coulson ', 'Joe Onofrio ', 'Joel Peterson', 'Aaron Gabbart', 'Paul Rogers', 'Glenn Healey', 'David Carver', 'Rich Kelley', 'Jim Edmunds', 'Matthew Burr', 'Craig Burr ', 'Tom Cassutt', 'Robert Cherun ', 'Bill Egan ', 'David Lazier', 'Andy Love', 'Tim Ludwig', 'Bob Oster ', 'Hernan Saenz ', 'Doug Tudor ', 'A.J. Wasserstein', 'Brendan Wallace ', 'Kent Weaver', 'Brad Buser'","'Austin Finch', 'Connor Heard'",489,-96.7968559,32.7762719,32.7762719,-96.7968559,0.0
190,Base Equity Partners  ,Self Funded,2013-01-01,"New York, NY",Acquired,ACT lighting,2014-07-01,385,http://baseequitypartners.com/,http://www.actlighting.com,Business Services,"Burbank, CA, United States","'Ben Schneider ', 'Anthony  Ekmekjian '",'Meagan Hill',,546,-74.0060152,40.7127281,34.1816482,-118.3258554,2446.2173094083705
191,Light Beam Capital  ,Traditional,2012-02-02,"New York, NY, United States",Acquired,DCI Design Communications,2014-07-07,140,http://www.lightbeamcapital.com/,http://www.dci-design.com/,Business Services,"New York, NY, United States",'Charbel Zreik',"'Paul Davies', 'Chris Sekula', 'Rene Lajous', 'Glenn Healey', 'Jeff Stevens', 'Joel Peterson', 'Dan Peterson ', 'Brandon Cope ', 'Sandro Mina', 'David Carver', 'Rich Kelley', 'Jim Edmunds', 'Tim Ludwig', 'Tushar Shah', 'A.J. Wasserstein', 'Bill Egan ', 'Bob Adelson ', 'Robert Dahl ', 'Craig Burr ', 'Jos Stella', 'Rafael Somoza', 'Kent Weaver', ""MK O'Connell"", ""Michael F O'Connell"", 'Richard Augustyn', 'Tom Cassutt', 'David Lazier', 'Todd Sandoz ', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Martin Steber'",,886,-74.0060152,40.7127281,40.7127281,-74.0060152,0.0
192,Wolf Point Growth Partners  ,Traditional,2011-01-01,"Chicago, IL, United States",Acquired,"Caravel Autism Health (Lund Van Dyke, LLC.)",2014-07-31,439,,http://caravelautism.com/,Healthcare,"Green Bay, Wisconsin, United States",'Mike Miller ',"'Jeff Stevens', 'Joel Peterson', 'Robert Whitelaw', 'Rick Bruder', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', 'Andy Love', 'Brad Buser', 'B.A. Cullum'",,1307,-88.125016,42.371614,44.5126379,-88.0125794,148.03811406760997
193,RoseRock Partners  ,Traditional,2014-06-01,"Dallas, TX, United States",Acquired,Apex Dental Partners,2014-08-01,655,,https://www.apexdp.com/,Healthcare,"Dallas, TX, United States",'Matthew Hale',,,61,-96.7968559,32.7762719,32.7762719,-96.7968559,0.0
194,Sunsphere Capital  ,Single Sponsor,2013-06-01,"Atlanta, GA, United States",Acquired,City Wide Building Services,2014-08-08,121,,https://citywidebuildingservices.com/,Business Services,"Dallas, TX, United States","'Greg Ambrosia ', 'Will Sullivan'","'Rick Ruback', 'Royce Yudkoff'",,433,-84.3902644,33.7489924,32.7762719,-96.7968559,719.4760725739154
195,January Partners  ,Traditional,2010-12-12,"Charlotte, NC, United States",Acquired,FHS SeniorCare Payment Solutions,2014-08-08,123,webite inactive: http://www.januarypartners.com/,http://fhsbillings.com/,Healthcare,"Blue Bell, PA, United States",'Matt Capell',"'Jeff Stevens', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn'",,1335,-80.8430827,35.2272086,40.152331,-75.266289,456.71242811502407
196,Rift Valley Equity Partners  ,Self Funded,2014-01-01,"New York, NY, United States",Acquired,WHI Global,2014-09-01,572,http://www.riftvalleyequity.com/,http://www.whiglobal.com/,,"Fort Worth, TX, USA","'David Caputo ', 'OLIVER ONG ', 'MARK WOOLGAR '","'Sandro Mina', 'Martin Steber'",,243,-74.0060152,40.7127281,32.753177,-97.3327459,1398.3573252186386
197,Valde Capital Investment Co  ,Traditional,2013-06-01,"Philadelphia, PA, United States",Acquired,Inspired eLearning LLC,2014-10-01,262,http://valdecapital.com/,http://www.inspiredelearning.com,Software,"San Antonio, TX, United States",'Felix Odigie ',"'Jim Southern', 'Coley Andrews', ""Michael F O'Connell"", ""MK O'Connell"", 'Glenn Healey', 'Paul Rogers', 'David Carver', 'Rich Kelley', 'Jim Edmunds', 'Tim Ludwig', 'Kent Weaver', 'Scott Asen', 'Will Thorndike', 'Todd Sandoz ', 'Peter Francis ', 'Scott Alderman', 'Todd Tracey'",,487,-75.1635262,39.9527237,29.4246002,-98.4951405,1505.3700372114763
198,Ariol Capital  ,Traditional,2010-08-08,"Barcelona, Spain",Acquired,Repli,2014-10-10,173,http://www.ariolcapital.com,http://www.repli.es/,Wholesale,"Barcelona, Spain",'Marc Bartomeus',"'Rob Johnson ', 'Scott Asen', 'Len Bartolom ', 'Peter Kelly', 'Luis Cabiedes', 'Sandro Mina', 'Maurice Pinto ', 'Jrgen Rilling ', 'Will Thorndike', 'Simon Webster'",'Ian Nieboer',1524,2.1774322,41.3828939,41.3828939,2.1774322,0.0
199,Eagle Ridge Growth Partners  ,Traditional,2013-06-01,"Mandeville, Louisiana, United States",Acquired,PEC Safety,2014-11-01,269,http://eagleridgegrowth.com/,http://www.pecsafety.com,Business Services,"Mandeville, Louisiana, United States",'Colby Lane ',"'Jeff Stevens', 'Ashley Giesler', 'Jim Southern', 'Coley Andrews', 'Joel Peterson', 'Dan Peterson ', 'Brandon Cope ', 'Bill Egan ', 'Craig Burr ', 'David Lazier', 'Gerald Risk', 'Jim Ellis', 'Kevin Taweel', 'Matthew Burr', 'Peter Kelly', 'Richard Augustyn', 'Tom Cassutt', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn'",,518,-90.0657477,30.3582305,30.3582305,-90.0657477,0.0
200,Gestalt Equity Partners  ,Traditional,2012-11-01,"Toronto, ON, Canada",Acquired,T-Base Communications Inc.,2014-11-01,263,http://www.gestaltequity.com/,http://www.tbase.com,Business Services,"Ottawa, ON, Canada","'Bruce Moszcelt ', 'Trevor Lwin '","'Sandro Mina', 'Martin Steber', 'Bill Egan ', 'Jim Edmunds', 'Rich Kelley', 'David Carver', 'Todd Tracey', 'Gerald Risk', 'Kent Weaver', 'Will Thorndike', 'Tim Ludwig', 'Jim Perry ', 'Kevin Taweel', 'A.J. Wasserstein'",,730,-79.3839347,43.6534817,45.4121213,-75.6902639,218.73663986430157
201,Phoenix Strategy  ,Traditional,2002-02-02,"Boston, MA, United States",Acquired,LEDCO,2014-12-12,137,http://phoenixstrategy.com/,,Manufacturing,"Michigan, United States","'Daniel Muzquiz', 'David Schnabel', 'Mike Zani'","'Christopher Heinz ', 'Bruce Macleod ', 'James Goodman', ""Michael F O'Connell"", 'German Pereira ', 'John Puckett ', 'Charles Shumway ', 'Howard Stevenson '",,4696,-71.0582912,42.3602534,43.6211955,-84.6824346,693.2452922393219
202,Peterson Partners - Search Principal Travis Everton  ,Single Sponsor,2012-05-05,"Salt Lake City, UT, United States",Acquired,Performance Systems Integration,2014-12-12,82,http://petersonpartners.com/,http://www.psintegrated.com/,Construction,"Portland, OR, United States",'Travis Everton',"'Aaron Gabbart', 'Matthew Day ', 'Clint Peterson', 'Brian Kelly', 'Joel Peterson'",,951,-111.8867975,40.7596198,45.5202471,-122.6741949,634.7854786213597
203,Uncharted Capital  ,Single Sponsor,2014-07-07,"Omaha, NE, United States",Acquired,gWorks,2015-01-01,182,http://www.unchartedcapital.com/,https://www.gworks.com/,Software,"Omaha, NE, USA",'Joseph Heieck',"'Rick Ruback', 'Royce Yudkoff'",,178,-95.9383758,41.2587459,41.2587459,-95.9383758,0.0
204,Oak Stream Partners  ,Traditional,2013-01-01,"Westlake Village, CA, United States",Acquired,SCJ Insurance Services,2015-01-01,48,http://www.oakstreampartners.com/,http://www.scjinsuranceservices.com/,Insurance,"Pleasanton, CA, United States",'Ryan Addis',"'Jeff Stevens', 'Allen Hill ', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Jim Southern', 'Coley Andrews', 'Jason Luther', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Ashley Giesler', 'Greg Matthews', 'Doug Tudor ', 'Ken Bowdon', 'Anthony Roberts', 'Tim Ludwig', 'Bob Oster ', 'Kent Weaver', 'Richard Augustyn', 'Gerald Risk', 'Jim Ellis', 'Kevin Taweel', 'Bret Comolli', 'Grant Schafle', 'Larry Dunn'","'David Buckley', 'Steve Dallas '",730,-118.8061794,34.1460234,37.6624312,-121.8746789,297.48095685345874
205,Snowdon Partners  ,Traditional,2016-12-28,"Montreal, QC, Canada",Acquired,Incursion Voyages,2015-01-01,313,http://www.snowdonpartners.ca,https://www.incursion-voyages.com/,Consumer Services,"815 Boulevard Lebourgneuf Bureau 301, Québec, QC G2J 0C1, Canada","'Liroy Haddad ', 'Dan Chetrit'","'Howard Balloch ', 'Pierre Donaldson ', 'Georges Karam ', 'Maurice Pinsonnault ', 'Pierre Thabet ', 'Andr Courtemanche ', 'Marcel Dutil ', 'Francois Lambert ', 'Guy Savard '",,NaN,-73.6103642,45.4972159,NaN,NaN,NaN
206,Hollivine Partners  ,Traditional,2008-01-01,"Park City, Utah, United States",Inactive,,2015-01-01,684,,,Manufacturing,,'Kamm Kartchner',,,2557,-111.4979741,40.6460635,NaN,NaN,NaN
207,Highland Creek Partners  ,Traditional,2013-04-18,"Toronto, ON, Canada",Acquired,dESCO LLC (now FieldEdge),2015-01-29,261,http://www.hlcpartners.com/,https://fieldedge.com/company/,Business Services,"Fort Myers, FL, United States","'Rameez Ansari ', 'Steve Lau '","'A.J. Wasserstein', 'Paul Davies', 'Kent Weaver', 'Rene Lajous', 'Lacey Wismer', 'Scott Asen', 'Coley Andrews', 'Matt Zucker', 'Harold Mottet', 'Craig Burr ', 'Michael Rutner', 'Tom Cassutt', 'Glenn Healey', 'Robert Dahl ', 'Paul Rogers', 'Bill Egan ', 'David Carver', 'Jim Ellis', 'Rich Kelley', 'Peter Francis ', 'Jim Edmunds', 'John Hunkin ', 'Jim Southern', 'David Lazier', 'Tim Ludwig', 'Sandro Mina', 'Joe Niehaus', 'Gerald Risk', 'Rafael Somoza', 'Martin Steber', 'Jos Stella', 'Kevin Taweel', 'Will Thorndike', 'Bob Oster ', 'Chris Sekula', 'Natalie Cryer', 'Ken Bowdon', 'Anthony Roberts', 'Carolyn Hubach', 'Todd Tracey', 'Richard Augustyn', 'Larry Dunn', 'Jeff Stevens', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Scott Alderman'","'Kyle Zhao ', 'Yvonne Lin ', 'Zain Jafry ', 'Khaoula Siddiqi ', 'Kevin Temke ', 'Marc Werthmoeller ', 'Watson Lin ', 'Lester Tam '",651,-79.3839347,43.6534817,26.640628,-81.8723084,1183.6993294405063
208,Toma Capital Management  ,Traditional,2012-01-01,"Santa Monica, CA, United States",Acquired,"EZ Shipper Racks, LLC. (EZR)",2015-02-01,258,website inactive; http://www.tomacapital.com/,http://www.ezrack.com/,Manufacturing,"Westlake Village, CA, United States",'Ned Tomasevic',"'Jeff Stevens', 'Paul Davies', 'Rene Lajous', 'Glenn Healey', 'Paul Rogers', 'David Carver', 'Rich Kelley', 'Jim Edmunds', 'A.J. Wasserstein', 'Andrew Hunter ', 'Bill Egan ', 'Craig Burr ', 'David Dodson', 'David Lazier', 'Gerald Risk', 'Jim Ellis', 'Jos Stella', 'Kevin Taweel', 'Kent Weaver', ""Michael F O'Connell"", 'Rafael Somoza', 'Ted McCarthy', 'Tim Ludwig', 'Tom Cassutt', 'Lacey Wismer', 'Ashley Giesler', 'Harold Mottet', 'Greg Matthews', 'Grant Schafle', 'J.T. Fitzgerald'",,1127,-118.4912273,34.0194704,34.1460234,-118.8061794,20.032274706851645
209,Lottus Capital Partners  ,Self Funded,2013-03-03,"Col Roma, Mexico City, Mexico",Acquired,Universidad Tres Culturas,2015-02-07,66,inactive: http://www.lottuscapital.com/,http://utc.mx/index.php,Consumer Services,"Mexico City, Mexico","'Angel Alvarez Cadavieco', 'Guillermo Zambrano', 'Jesus Lanza'","'Jose Antonio Fernandez Garza-Laguera ', 'Pelayo Cortina Koplowitz ', 'Jose Rion Cantu ', 'Mario Laborin Gomez ', 'Bernard Minkow Wengerman ', 'Javier Najera Muoz '",,706,-99.0079985,19.191521,19.4326296,-99.1331785,18.551230479520623
210,Kronos Kapital & Management AG  ,Traditional,2013-01-01,Switzerland,Acquired,Herchenbach Industrie-Zeltebau GmbH,2015-03-01,354,,https://www.herchenbach.de/,Construction,"Hennef, Germany",'Till Bossert ',"'Tobias Raeber ', 'Sandro Mina', 'Martin Steber', 'Kirk Riedinger', 'Jamie Turner ', 'Gerald Risk', 'Will Thorndike', 'Jan-Henning Woitschatzke', 'Jrgen Rilling ', 'Jurgen von Wendorff ', 'Claus von Loeper ', 'Andreas Schober ', 'Peter Kelly', 'Rob Johnson '",,789,8.2319736,46.7985624,50.7754417,7.2847945,278.1320818935048
211,Infinitas Ventures  ,Traditional,2011-03-01,"Bellevue, WA, United States",Acquired,"Battery Power Systems, LLC",2015-03-01,437,,http://www.batterypowersystems.com/,Business Services,"Pacific, WA, United States",'Roderick Jones ',"'Peter Francis ', 'Shyam Kambeyanda ', 'Gerald Risk', 'Todd Sandoz ', 'Jeff Stevens', 'Kevin Taweel', 'Will Thorndike', 'Graham Weaver', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle'",,1461,-122.192337,47.6144219,47.2640129,-122.2485492,24.353053088971585
212,District Line Partners (DLP)  ,Traditional,2013-10-10,"Washington, DC, United States",Acquired,Planet DDS,2015-03-03,120,http://www.districtlinepartners.com/,https://www.planetdds.com/,Software,"Orange County, CA, United States","'Eric Giesecke', 'Blake Rice'","'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Natalie Cryer', 'Ken Bowdon', 'Anthony Roberts', 'Carolyn Hubach', 'Matt Zucker', 'Aaron Gabbart', 'Matthew Day ', 'Clint Peterson', 'Joel Peterson', 'Glenn Healey', 'Zachary Urban', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey', 'A.J. Wasserstein', 'Andy Love', 'B.A. Cullum', 'Brad Buser', 'David Lazier', 'Doug Tudor ', 'Gerald Risk', 'Jim Sharpe', 'Jon Altschuler', 'Jos Stella', 'Kent Weaver', 'Kevin Maroni ', 'Martin Steber', 'Matt Estep', 'Rafael Somoza', 'Richard Augustyn', 'Larry Dunn', 'Sandro Mina', 'Steven Wheelwright', 'Tim Ludwig', 'Tom Cassutt', 'Will Thorndike', 'Nicolas Lulli', 'Alfonso Blohm', 'J.T. Fitzgerald', 'Sam Duprey '",,509,-77.0365581,38.8949924,33.7500378,-117.8704931,2281.5803796997156
213,Davis Square Group  Indiana University at Bloomington,Self Funded,2013-01-20,"Boston, MA, United States",Acquired,Adtech Systems,2015-03-15,19,http://www.davissquaregroup.com/,http://www.adtechsystems.com/,Software,"Sudbury, MA, United States","'Dustin Campbell', 'Philip Muscatello ', 'Erik Waters '",,,784,-71.0582912,42.3602534,42.3834278,-71.4161725,18.338181129483612
214,"Alaska Search Partners, LLC  ",Traditional,2012-01-01,"Alaska, United States",Acquired,"Alaska Sleep Clinic, Inc",2015-04-01,338,,http://www.alaskasleep.com/,Healthcare,"Alaska, United States",'Jodi Johnson ',,,1186,-149.680909,64.4459613,64.4459613,-149.680909,0.0
215,Arpa Capital  ,Traditional,2014-06-06,"Mexico City, Mexico",Acquired,4P/MX,2015-04-01,158,http://arpacapital.com/,http://www.4p.com.mx/,Insurance,"Mexico City, Mexico","'Andrei Papayanopulos', 'Vicente Ariztegui Legorreta'","'Sandro Mina', 'Martin Steber'",,299,-99.1331785,19.4326296,19.4326296,-99.1331785,0.0
216,Oakhill Equity  ,Traditional,2013-01-01,"Pittsburgh, PA, United States",Inactive,,2015-04-15,160,,,,,"'Ryan Zafris', 'Scott Rogerson'","'Jeff Stevens', 'Lacey Wismer', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', ""Michael F O'Connell"", 'Jim Southern', 'Coley Andrews', 'Joel Peterson', 'Aaron Gabbart', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey', 'Scott Asen', 'A.J. Wasserstein', 'Andrew Hunter ', 'Craig Rogerson ', 'Craig Burr ', 'David Lazier', 'Gerald Risk', 'Kent Weaver', 'Matthew Burr', 'Michael Miles', 'Tim Ludwig', 'Tom Cassutt', 'Robert Dahl ', 'Bill Egan ', 'Mark Egan '","'John Quinn', 'Andrew Magulick'",834,-79.9900861,40.4416941,NaN,NaN,NaN
217,TXE Capital  Texas A&M University,Single Sponsor,2013-07-06,"Houston, TX, United States",Acquired,L-K Industries,2015-04-16,26,http://www.txecapital.com,http://www.lk-ind.com/,Oil and Gas,"Houston, TX, United States",'Eric Calderon',"'Rick Ruback', 'Royce Yudkoff'",,649,-95.3676974,29.7589382,29.7589382,-95.3676974,0.0
218,East Range Partners  ,Self Funded,2014-05-24,"Boston, MA, United States",Acquired,Pure Flow (2015) & Atlas High Purity Solutions (2018),2015-04-20,16,http://www.eastrangepartners.com/,http://www.pure-flow.com/,Business Services,"Peterborough, NH, United States","'Tyler Hogan', 'Mike Donovan'",,,331,-71.0582912,42.3602534,42.8776166,-71.949383,57.70988857158006
219,Ortus Capital  ,Traditional,2009-06-01,"New Delhi, Delhi, India",Acquired,Origo Commodities Management (agricultural commodities management services),2015-05-01,946,,http://origoindia.com/,Business Services,"Gurugram, Haryana 122002, India","'Sunoor Kaul', 'Mayank Dhanuka '","'Sandro Mina', 'Martin Steber', ""MK O'Connell"", ""Michael F O'Connell""",,2160,77.2090057,28.6138954,28.4646148,77.0299194,14.984829819500577
220,Lighthouse Equity Partners (Atlanta)  ,Traditional,2013-01-01,"Atlanta, GA, United States",Acquired,National Video Monitoring,2015-05-01,310,http://www.lighthouse-equity.com/,http://www.nvmcsecurity.com/,Business Services,"Atlanta, GA, United States",'Markus Scott ',"'David Dodson', 'Rene Lajous', 'Paul Davies', 'Scott Peterson ', 'Gerald Risk', 'Harold Mottet', 'Peter Brockway ', 'Craig Burr ', 'Matthew Burr', 'Robert Dahl ', 'Bill Egan ', 'Peter Kelly', 'Peter Klein ', 'Tim Ludwig', 'Karen Moriarty', 'Rafael Somoza', 'Jos Stella', 'A.J. Wasserstein', 'Kent Weaver', 'Coley Andrews', 'Jim Southern'",,850,-84.3902644,33.7489924,33.7489924,-84.3902644,0.0
221,Roland Equity Partners  ,Traditional,2014-04-04,"American Fork, UT, United States",Acquired,Ethos Risk Services,2015-06-06,54,inactive: http://rolandequity.com/,http://ethosrisk.com/,Business Services,"Tampa, FL, United States","'Micah Smith', 'James Toone'","'Aaron Gabbart', 'Joel Peterson', 'Scott Alderman', 'Cregg Baumbaugh', 'Mitch Cohen', 'Jim Southern', 'Coley Andrews', 'Steven Wheelwright', 'Craig Burr ', 'Matthew Burr', 'Tom Cassutt', 'David Lazier', 'Robert Dahl ', 'David Dodson', 'Kent Weaver', 'Tim Ludwig', 'Jim Johnson', 'Matt Diamond', 'Bill Egan ', 'Gerald Risk', 'A.J. Wasserstein', 'Jos Stella', 'Rafael Somoza', 'Phil Rosenbloom'",'Austin Davis',428,-111.7957645,40.3768954,27.9477595,-82.458444,1872.0501660969128
222,Annison Capital Partners  ,Traditional,2014-01-01,"Chicago, IL, United States",Acquired,Answer1,2015-06-06,134,http://www.annisoncap.com/,https://www.answer1.com/,Software,"Phoenix, AZ, United States",'Parker Davis',"'Andy Love', 'Jim Edmunds', 'David Carver', 'Richard Augustyn', 'Jeff Stevens', 'Ashley Giesler', 'Jim Southern', 'Coley Andrews', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Brad Buser'",,521,-88.125016,42.371614,33.4484367,-112.0741417,1437.137271632805
223,Poplar Partners  ,Traditional,2013-06-06,"New York, NY, United States",Acquired,mTAB,2015-06-06,83,http://www.poplarpartners.com/,http://www.mtabsurveyanalysis.com/,Software,"Orange County, CA, United States",'Alex Gelman',"'Jeff Stevens', 'Kent Weaver', 'Jim Ellis', 'Jeff Chambers ', 'Aaron Gabbart', 'Jim Southern', 'Ashley Giesler', 'Coley Andrews', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', 'Joel Peterson', 'Sandro Mina', 'Martin Steber', 'David Carver', 'Jim Edmunds', 'Rich Kelley'",'Jeremy Faulk',730,-74.0060152,40.7127281,33.7500378,-117.8704931,2434.628193026986
224,Timpanogos Capital Partners  ,Traditional,2014-06-06,"Brooklyn, NY, United States",Acquired,FMT Solutions,2015-07-01,117,not active: http://www.timpcapital.com,http://www.fmtsolutions.com/,Finance,"Lake Oswego, OR, United States","'John Shoaf', 'Lacey Wismer', 'Peter Schober', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Andy Love', 'B.A. Cullum', 'Andrew Hunter ', 'Peter Lehrman', 'Matt Estep', 'Lance Toler ', 'Matthew Burr', ""Brian O'Connor""",,,390,-73.9495823,40.6501038,45.4206749,-122.6706498,2444.529662669177
