,Address,City,State,Zip Code,Full Address,Latitude,Longitude
9532,1 Ridge Hill Blvd,Yonkers,NY,23602-230606,"1 Ridge Hill Blvd, Yonkers, NY",40.9531677,-73.855792
9533,800 Central Park Av,Yonkers,NY,25330-231726,"800 Central Park Av, Yonkers, NY",40.928672,-73.85557546640116
9534,117 Market St.,Yonkers,NY,28235-250120,"117 Market St., Yonkers, NY",40.96393896774193,-73.85645603225807
9537,2458 Central Park Avenue,Yonkers,NY,7901-67260,"2458 Central Park Avenue, Yonkers, NY",40.9835665,-73.8272919
9538,1932 Commerce Street,Yorktown Heights,NY,7504-7590,"1932 Commerce Street, Yorktown Heights, NY",41.27487,-73.7804126
9539,303 Carroll St,Akron,OH,75223-92998,"303 Carroll St, Akron, OH",41.0753508339592,-81.51677358905883
9542,1971 West Market St,Akron,OH,2736-250486,"1971 West Market St, Akron, OH",41.11359665688139,-81.57837467271145
9543,3264 W. Market St.,Akron,OH,28672-250146,"3264 W. Market St., Akron, OH",41.100136,-81.55045
9545,3763 West Market Street,Akron,OH,2301-1390,"3763 West Market Street, Akron, OH",41.100136,-81.55045
9546,3265 West Market Street,Akron,OH,15194-158106,"3265 West Market Street, Akron, OH",41.100136,-81.55045
9547,170 E Exchange St,Akron,OH,7109-146946,"170 E Exchange St, Akron, OH",41.074745,-81.51772942857143
9548,225 South Main Street,Akron,OH,75387-100161,"225 South Main Street, Akron, OH",41.07862487127659,-81.5205604200168
9549,2495 W. State Street,Alliance,OH,25031-239605,"2495 W. State Street, Alliance, OH",40.90202370773963,-81.1464305795006
9550,262 W. Main Street,Amelia,OH,19545-189468,"262 W. Main Street, Amelia, OH",39.037366,-84.230717
9551,46402 Ohio Turnpike Plaza,Amherst,OH,75577-69580,"46402 Ohio Turnpike Plaza, Amherst, OH",41.3778835,-82.2295223
9552,8000 Oak Point Rd,Amherst,OH,76838-111526,"8000 Oak Point Rd, Amherst, OH",41.411424,-82.238947
9553,46401 Ohio Turnpike Plaza,Amherst,OH,75576-69581,"46401 Ohio Turnpike Plaza, Amherst, OH",41.3778835,-82.2295223
9555,919 E State St,Athens,OH,72961-93011,"919 E State St, Athens, OH",39.33687,-82.069671
9557,851 N. Canfield-Niles Road,Austintown,OH,9665-97886,"851 N. Canfield-Niles Road, Austintown, OH",41.121012390717986,-80.76802440865934
9558,35825 Detroit Avenue,Avon,OH,14999-155224,"35825 Detroit Avenue, Avon, OH",41.45828277408784,-82.01556652986228
9559,35830 Detroit Rd,Avon,OH,19470-199298,"35830 Detroit Rd, Avon, OH",41.45817709916954,-82.01467976532558
9560,31990 WALKER RD.,AVON LAKE,OH,50412-266011,"31990 WALKER RD., AVON LAKE, OH",41.4940033,-81.9861655
9561,26300 CEDAR ROAD,BEACHWOOD,OH,28589-249792,"26300 CEDAR ROAD, BEACHWOOD, OH",41.498594,-81.49381795791867
9562,26300 Cedar Road,Beachwood,OH,2532-35259,"26300 Cedar Road, Beachwood, OH",41.498594,-81.49381795791867
9563,22841 Chagrin Blvd.,Beachwood,OH,2303-1293,"22841 Chagrin Blvd., Beachwood, OH",41.464559,-81.5181547114094
9564,2490 N Fairfield Rd,Beavercreek,OH,17638-183830,"2490 N Fairfield Rd, Beavercreek, OH",39.761724,-84.0506035269129
9565,4450 Glengarry Dr.,Beavercreek,OH,28223-250046,"4450 Glengarry Dr., Beavercreek, OH",39.69366589473684,-84.10239084210527
9566,2735 N. Fairfield Rd,Beavercreek,OH,20250-175464,"2735 N. Fairfield Rd, Beavercreek, OH",39.7679699,-84.053242458169
9567,2727 Fairfield Commons,Beavercreek,OH,2723-74042,"2727 Fairfield Commons, Beavercreek, OH",39.7667578,-84.0566307
9568,3165 Dayton Xenia Rd,Beavercreek,OH,12915-150409,"3165 Dayton Xenia Rd, Beavercreek, OH",39.7140311,-84.0213932
9569,2250 E. Main St.,Bexley,OH,48193-242244,"2250 E. Main St., Bexley, OH",39.95751385,-82.9392904909138
9570,2450 East Main Street,Bexley,OH,2346-4433,"2450 East Main Street, Bexley, OH",39.957375400000004,-82.93333005200157
9571,9648 Kenwood Road,Blue Ash,OH,2238-667,"9648 Kenwood Road, Blue Ash, OH",39.233161,-84.376728
9572,11257 Reed Hartman Hwy,Blue Ash,OH,21212-209985,"11257 Reed Hartman Hwy, Blue Ash, OH",39.2581494,-84.3804639
9573,4100 Hunt Road,Blue Ash,OH,72555-103616,"4100 Hunt Road, Blue Ash, OH",39.22581751084856,-84.39795668449139
9574,417 Boardman Poland Rd,Boardman,OH,22311-211366,"417 Boardman Poland Rd, Boardman, OH",41.024230011402,-80.64863396451803
9575,1001 E Wooster St,Bowling Green,OH,75259-90428,"1001 E Wooster St, Bowling Green, OH",41.381055700000005,-83.62967370056371
9576,1560 East Wooster Street,Bowling Green,OH,10786-102047,"1560 East Wooster Street, Bowling Green, OH",41.3739465,-83.62447294983934
9577,1094 N Main St,Bowling Green,OH,72861-74448,"1094 N Main St, Bowling Green, OH",41.39145915,-83.64863821317935
9578,8869 Brecksville Rd,Brecksville,OH,2409-7967,"8869 Brecksville Rd, Brecksville, OH",41.321086,-81.626718
9580,4343 E Royalton Rd,Broadview Heights,OH,26638-244046,"4343 E Royalton Rd, Broadview Heights, OH",41.313973831325306,-81.6590721445783
9581,10037 Broadview Road,Broadview Heights,OH,75940-106270,"10037 Broadview Road, Broadview Heights, OH",41.29216026435523,-81.68466405901908
9582,4746 Ridge Road,Brooklyn,OH,2509-24987,"4746 Ridge Road, Brooklyn, OH",41.4254266,-81.7349801
9583,3362 Center Rd,Brunswick,OH,2791-89020,"3362 Center Rd, Brunswick, OH",41.2378003,-81.8068378
9584,6130 Gender Road,Canal Winchester,OH,10842-102811,"6130 Gender Road, Canal Winchester, OH",39.85040161587666,-82.82876885746323
9590,1095 S Main St,Centerville,OH,16651-173404,"1095 S Main St, Centerville, OH",39.607023,-84.16344019627779
9591,1003 S. Main Street,Centerville,OH,9571-97388,"1003 S. Main Street, Centerville, OH",39.61007835,-84.16110393419093
9593,888 N. Bridge Street,Chillicothe,OH,79430-101771,"888 N. Bridge Street, Chillicothe, OH",39.34653474623116,-82.97639940954774
9594,1165 Western Ave,Chillicothe,OH,48883-262390,"1165 Western Ave, Chillicothe, OH",39.333249690341084,-83.01667833949602
9595,11397  Montgomery Rd.,Cincinnati,OH,2520-30979,"11397  Montgomery Rd., Cincinnati, OH",39.18625,-84.4195489
9596,9841 Waterstone Blvd,Cincinnati,OH,76901-129152,"9841 Waterstone Blvd, Cincinnati, OH",39.2959936,-84.3048188
9597,5222 Beechmont Avenue,Cincinnati,OH,2407-9612,"5222 Beechmont Avenue, Cincinnati, OH",39.118849,-84.4147205
9598,3491 North Bend Rd,Cincinnati,OH,72990-97122,"3491 North Bend Rd, Cincinnati, OH",39.203649,-84.56188
9600,7875 Montgomery RD.,CINCINNATI,OH,28299-249837,"7875 Montgomery RD., CINCINNATI, OH",39.18625,-84.4195489
9601,201 East Fourth Street,Cincinnati,OH,2322-1920,"201 East Fourth Street, Cincinnati, OH",39.10037,-84.509282
9602,9099 Plainfield Rd,Cincinnati,OH,16133-157389,"9099 Plainfield Rd, Cincinnati, OH",39.1891422,-84.4009795
9603,2692 Madison Rd,Cincinnati,OH,2203-1500,"2692 Madison Rd, Cincinnati, OH",39.1475312,-84.4437158
9604,1000 Broadway St,Cincinnati,OH,18510-172906,"1000 Broadway St, Cincinnati, OH",39.1084316,-84.5060795
9605,3786 Paxton Rd,Cincinnati,OH,298-1499,"3786 Paxton Rd, Cincinnati, OH",39.14631808400864,-84.4294271757868
9606,151 Goodman Drive,Cincinnati,OH,75512-41999,"151 Goodman Drive, Cincinnati, OH",39.1366718,-84.50733162797601
9607,4613 Marburg Ave,Cincinnati,OH,25997-237276,"4613 Marburg Ave, Cincinnati, OH",39.15612926923077,-84.42550907692308
9608,7875 Montgomery Rd.,Cincinnati,OH,9890-72142,"7875 Montgomery Rd., Cincinnati, OH",39.18625,-84.4195489
9609,6550 Harrison Rd,Cincinnati,OH,72819-85365,"6550 Harrison Rd, Cincinnati, OH",39.1418619,-84.5857836
9610,9911 Colerain Ave.,Cincinnati,OH,10974-100765,"9911 Colerain Ave., Cincinnati, OH",39.1902525,-84.5698606
9611,4825B Marburg Ave,Cincinnati,OH,72820-85366,"4825B Marburg Ave, Cincinnati, OH",39.161382655557524,-84.42485393532931
9612,8680 Beechmont Ave,Cincinnati,OH,76947-130405,"8680 Beechmont Ave, Cincinnati, OH",39.118849,-84.4147205
9613,4500 Montgomery Rd,Cincinnati,OH,19578-129149,"4500 Montgomery Rd, Cincinnati, OH",39.18625,-84.4195489
9614,7580 Beechmont Avenue,Cincinnati,OH,72940-93399,"7580 Beechmont Avenue, Cincinnati, OH",39.118849,-84.4147205
9615,11390 Montgomery Rd,Cincinnati,OH,7197-150406,"11390 Montgomery Rd, Cincinnati, OH",39.18625,-84.4195489
9616,6440 Harrison Avenue,Cincinnati,OH,23159-225987,"6440 Harrison Avenue, Cincinnati, OH",39.1259236,-84.54844
9617,7896 Montgomery Road,Cincinnati,OH,2575-40123,"7896 Montgomery Road, Cincinnati, OH",39.18625,-84.4195489
9619,6100 Glenway Ave,Cincinnati,OH,70353-138224,"6100 Glenway Ave, Cincinnati, OH",39.14265268743259,-84.61962108009831
9620,8421 Winton Rd,Cincinnati,OH,72945-95708,"8421 Winton Rd, Cincinnati, OH",39.1796072,-84.5197474
9621,3760 Paxton Ave,Cincinnati,OH,72965-95885,"3760 Paxton Ave, Cincinnati, OH",39.14606028092865,-84.42980283434689
9622,600 Walnut Street,Cincinnati,OH,2206-217945,"600 Walnut Street, Cincinnati, OH",39.1029816,-84.51139732319999
9623,401 Vine Street,Cincinnati,OH,2208-536,"401 Vine Street, Cincinnati, OH",39.1116879,-84.5156295
9625,449 SR 125,Cincinnati,OH,11696-105034,"449 SR 125, Cincinnati, OH",39.0941234,-84.3870801
9626,3568 Columbia Parkway,Cincinnati,OH,2433-17534,"3568 Columbia Parkway, Cincinnati, OH",39.11572,-84.436565
9628,2911 Woodside Dr,Cincinnati,OH,27560-247348,"2911 Woodside Dr, Cincinnati, OH",39.13354951477474,-84.51509895132119
9629,9040 Colerain Ave,Cincinnati,OH,17665-183831,"9040 Colerain Ave, Cincinnati, OH",39.1902525,-84.5698606
9630,4777 Kenard Avenue,Cincinnati,OH,19787-189469,"4777 Kenard Avenue, Cincinnati, OH",39.16442395,-84.51478713031915
9631,45 W Charlton St,Cincinnati,OH,75221-94079,"45 W Charlton St, Cincinnati, OH",39.13036808445349,-84.51072860269603
9632,6800 Wooster Pike,Cincinnati,OH,2212-639,"6800 Wooster Pike, Cincinnati, OH",39.12728,-84.409236
9633,234 Calhoun Street,Cincinnati,OH,2420-201504,"234 Calhoun Street, Cincinnati, OH",39.128048,-84.5171405
9634,6165 Glenway Avenue,Cincinnati,OH,73876-103619,"6165 Glenway Avenue, Cincinnati, OH",39.14321355848254,-84.62073693080423
9635,Cleveland Hopkins International Airport,Cleveland,OH,21456-209565,"Cleveland Hopkins International Airport, Cleveland, OH",41.406618550000005,-81.85120214358412
9636,1677 E 115th Street,Cleveland,OH,75224-93773,"1677 E 115th Street, Cleveland, OH",41.51259548837209,-81.60454172093024
9637,11623 Clifton Boulevard,Cleveland,OH,2316-246204,"11623 Clifton Boulevard, Cleveland, OH",41.48725224489796,-81.76781665306123
9638,3465 Steelyard Dr,Cleveland,OH,76740-99373,"3465 Steelyard Dr, Cleveland, OH",41.4600715,-81.6904399
9639,1111 LAKESIDE AVE,CLEVELAND,OH,70074-132045,"1111 LAKESIDE AVE, CLEVELAND, OH",41.5068655,-81.68996960000001
9640,9500 Euclid Avenue,Cleveland,OH,2300-149264,"9500 Euclid Avenue, Cleveland, OH",41.5026252,-81.61985445348056
9641,Cleveland Hopkins International Airport,Cleveland,OH,21273-209564,"Cleveland Hopkins International Airport, Cleveland, OH",41.406618550000005,-81.85120214358412
9642,200 Public Square,Cleveland,OH,2307-1291,"200 Public Square, Cleveland, OH",41.4999675,-81.69182703948738
9643,11302 Euclid Avenue,Cleveland,OH,10208-98599,"11302 Euclid Avenue, Cleveland, OH",41.5081621,-81.6059739
9644,777 Saint Clair Ave NE,Cleveland,OH,21574-171187,"777 Saint Clair Ave NE, Cleveland, OH",41.503442,-81.6915198
9645,1400 Euclid Ave,Cleveland,OH,2536-27088,"1400 Euclid Ave, Cleveland, OH",41.5007647,-81.6815112
9646,3100 W 117th St,Cleveland,OH,76764-102487,"3100 W 117th St, Cleveland, OH",41.46929649122807,-81.768922
9650,230 W. Huron Rd,Cleveland,OH,26795-244749,"230 W. Huron Rd, Cleveland, OH",41.4969221,-81.6934307
9651,12405 Cedar Road,Cleveland Heights,OH,2265-1295,"12405 Cedar Road, Cleveland Heights, OH",41.501138,-81.594084
9652,3093 Mayfield Road,Cleveland Heights,OH,2618-50059,"3093 Mayfield Road, Cleveland Heights, OH",41.51601214634147,-81.56880985365854
9656,4600 International Gateway,Columbus,OH,75862-97996,"4600 International Gateway, Columbus, OH",39.997912,-82.888613
9657,1500 Polaris Parkway,Columbus,OH,2638-29316,"1500 Polaris Parkway, Columbus, OH",40.145905,-82.9803245
9658,4015 Easton Station,Columbus,OH,2350-5968,"4015 Easton Station, Columbus, OH",40.04967,-82.91444700721624
9660,3061 Kingsdale Ctr,Columbus,OH,23322-220984,"3061 Kingsdale Ctr, Columbus, OH",40.01995855,-83.05833480420362
9661,199 E. Campus View Blvd.,Columbus,OH,2641-63700,"199 E. Campus View Blvd., Columbus, OH",40.1178281,-83.0098767
9662,1085 West Fifth Avenue,Columbus,OH,2455-19279,"1085 West Fifth Avenue, Columbus, OH",39.98805135,-83.03524497741577
9663,1500 Polaris Parkway,Columbus,OH,15198-158125,"1500 Polaris Parkway, Columbus, OH",40.145905,-82.9803245
9664,1187 Polaris Parkway,Columbus,OH,2355-4430,"1187 Polaris Parkway, Columbus, OH",40.1417042,-82.98800226600358
9665,1581 Hilliard-Rome Road,Columbus,OH,25091-239807,"1581 Hilliard-Rome Road, Columbus, OH",39.980635559057625,-83.15079165777183
9666,4199 Morse Crossing,Columbus,OH,76757-108119,"4199 Morse Crossing, Columbus, OH",40.0563341,-82.9209639
9667,1177 Polaris Parkway,Columbus,OH,26359-243806,"1177 Polaris Parkway, Columbus, OH",40.1401683,-82.9900362
9668,1570 Olentangy River Road,Columbus,OH,10644-101712,"1570 Olentangy River Road, Columbus, OH",39.9925574,-83.02527764436763
9669,400 N High St,Columbus,OH,28128-249189,"400 N High St, Columbus, OH",39.971879,-83.0011455955387
9670,6470 Sawmill Road,Columbus,OH,2519-233070,"6470 Sawmill Road, Columbus, OH",40.1114247,-83.090681
9671,4141 Easton Loop East,Columbus,OH,2630-59319,"4141 Easton Loop East, Columbus, OH",40.0531443,-82.91312135367133
9673,199 Graceland Blvd,Columbus,OH,72950-97455,"199 Graceland Blvd, Columbus, OH",40.065873,-83.02406
9674,6264 East Broad Street,Columbus,OH,11881-104661,"6264 East Broad Street, Columbus, OH",39.98050869742084,-82.83464590681996
9675,88 East Broad Street,Columbus,OH,2367-5966,"88 East Broad Street, Columbus, OH",39.962937,-82.99831991204707
9676,650 South 3rd Street,Columbus,OH,2508-26327,"650 South 3rd Street, Columbus, OH",39.9491302,-82.9951498
9677,4600 International Gateway,Columbus,OH,75970-107910,"4600 International Gateway, Columbus, OH",39.997912,-82.888613
9678,75 E State St,Columbus,OH,17528-174584,"75 E State St, Columbus, OH",39.9597891,-82.99783605127949
9679,1782 North High Street,Columbus,OH,2434-12757,"1782 North High Street, Columbus, OH",40.1361155,-83.0169721
9680,3535 Olentangy River Rd,Columbus,OH,24487-122185,"3535 Olentangy River Rd, Columbus, OH",40.031082850000004,-83.03471619725235
9681,3580 North High Street,Columbus,OH,9278-233104,"3580 North High Street, Columbus, OH",40.035001750000006,-83.01632456252362
9682,1370 North Hamilton Road,Columbus,OH,2781-241028,"1370 North Hamilton Road, Columbus, OH",40.05406,-82.86367089285714
9683,7000 E Broad St,Columbus,OH,19394-93009,"7000 E Broad St, Columbus, OH",39.9844942,-82.8163581
9684,4600 International Gateway,Columbus,OH,75969-107909,"4600 International Gateway, Columbus, OH",39.997912,-82.888613
9685,965 Bethel Road,Columbus,OH,10975-103351,"965 Bethel Road, Columbus, OH",40.064574,-83.0812734
9686,55 Graceland Blvd,Columbus,OH,76416-95714,"55 Graceland Blvd, Columbus, OH",40.0652919,-83.0207945
9687,1355 Georgesville Road,Columbus,OH,11371-104648,"1355 Georgesville Road, Columbus, OH",39.92589899081219,-83.11754900199098
9688,2040 Polaris Parkway,Columbus,OH,10244-99927,"2040 Polaris Parkway, Columbus, OH",40.1451419,-82.9633881
9689,1375 Chambers Rd,Columbus,OH,20076-197564,"1375 Chambers Rd, Columbus, OH",39.9930083,-83.0440601
9690,3954 Morse Crossing,Columbus,OH,2574-40540,"3954 Morse Crossing, Columbus, OH",40.05051845,-82.9193153579828
9691,1111 Polaris Parkway,COLUMBUS,OH,50411-273705,"1111 Polaris Parkway, COLUMBUS, OH",40.14265239664577,-82.98892639120868
9692,150 W SYCAMORE ST,Columbus,OH,79318-97128,"150 W SYCAMORE ST, Columbus, OH",39.94867092857143,-83.00086254285713
9693,339 North Front Street,Columbus,OH,2540-32919,"339 North Front Street, Columbus, OH",39.9692076,-83.0048947
9694,4747 Sawmill Rd,Columbus,OH,72851-93556,"4747 Sawmill Rd, Columbus, OH",40.0638894524614,-83.09340848479923
9695,1500 Polaris Parkway,Columbus,OH,28300-249853,"1500 Polaris Parkway, Columbus, OH",40.145905,-82.9803245
9696,4600 International Gateway,Columbus,OH,48778-264184,"4600 International Gateway, Columbus, OH",39.997912,-82.888613
9697,840 W 3rd Av,Columbus,OH,23113-222126,"840 W 3rd Av, Columbus, OH",39.9859804,-83.0277804
9698,2560 Brice Rd,Columbus,OH,8880-95180,"2560 Brice Rd, Columbus, OH",39.92814223412699,-82.8313231468254
9699,1745 Morse Road,Columbus,OH,28261-243829,"1745 Morse Road, Columbus, OH",40.05827385,-82.97295932615059
9700,50 West Broad Street,Columbus,OH,48786-245624,"50 West Broad Street, Columbus, OH",39.9625831,-83.00227293627242
9701,2071 Portage Trail,Cuyahoga Falls,OH,22523-221585,"2071 Portage Trail, Cuyahoga Falls, OH",41.139111,-81.535441
9702,449 Howe Ave,Cuyahoga Falls,OH,76756-108117,"449 Howe Ave, Cuyahoga Falls, OH",41.119358,-81.485217
9703,371 Howe Ave.,Cuyahoga Falls,OH,13858-109526,"371 Howe Ave., Cuyahoga Falls, OH",41.119358,-81.485217
9704,1006 Graham Road,Cuyahoga Falls,OH,14302-117129,"1006 Graham Road, Cuyahoga Falls, OH",41.16343932929742,-81.4769766460495
9705,2687 State Rd,Cuyahoga Falls,OH,24769-238727,"2687 State Rd, Cuyahoga Falls, OH",41.14865141478791,-81.508415
9706,7747 Old Troy Pike,Dayton,OH,73881-131264,"7747 Old Troy Pike, Dayton, OH",39.8065506,-84.1508552
9708,3640 Colonel Glenn HWY,Dayton,OH,22701-217685,"3640 Colonel Glenn HWY, Dayton, OH",39.78420385,-84.05677987138829
9709,444 W 3rd St,Dayton,OH,75311-96811,"444 W 3rd St, Dayton, OH",39.7582134,-84.1974277
9712,6252 Wilmington Pike,Dayton,OH,19868-194144,"6252 Wilmington Pike, Dayton, OH",39.7357358,-84.1620951
9714,3600 Terminal Drive,Dayton,OH,21388-212744,"3600 Terminal Drive, Dayton, OH",39.899202220225995,-84.22201195417223
9715,1134 Brown Street,Dayton,OH,2589-54940,"1134 Brown Street, Dayton, OH",39.74244775,-84.182309
9717,1740 Columbus Pike,DELAWARE,OH,17921-174364,"1740 Columbus Pike, DELAWARE, OH",40.267023003887395,-83.070328169806
9718,6000 Sawmill Rd,Dublin,OH,76779-108118,"6000 Sawmill Rd, Dublin, OH",40.0901422,-83.0898361
9719,5043 Tuttle Crossing Boulevard,Dublin,OH,13813-109866,"5043 Tuttle Crossing Boulevard, Dublin, OH",40.076410384615386,-83.12957615384616
9720,6510 Perimeter Drive,Dublin,OH,25358-240686,"6510 Perimeter Drive, Dublin, OH",40.1050804237358,-83.16135554774752
9721,19 West Bridge Street,Dublin,OH,2419-4434,"19 West Bridge Street, Dublin, OH",40.09965566666667,-83.11341391666667
9722,6700 Perimeter Loop Rd,Dublin,OH,72871-95072,"6700 Perimeter Loop Rd, Dublin, OH",40.10307220905377,-83.15820726977874
9723,299 W. Bridge St.,Dublin,OH,79368-103012,"299 W. Bridge St., Dublin, OH",40.09911,-83.12092
9724,5043 Tuttle Crossing Blvd.,Dublin,OH,28215-250107,"5043 Tuttle Crossing Blvd., Dublin, OH",40.076410384615386,-83.12957615384616
9725,7100 Perimeter Loop Rd,Dublin,OH,72875-74151,"7100 Perimeter Loop Rd, Dublin, OH",40.1003425,-83.1563651
9726,7625 SAWMILL RD,Dublin,OH,79371-97127,"7625 SAWMILL RD, Dublin, OH",40.12083231003846,-83.09036943179427
9728,885 Union Road,Englewood,OH,73820-113204,"885 Union Road, Englewood, OH",39.86252969082019,-84.31150768383294
9729,3800 Colonel Glenn Highway,Fairborn,OH,10516-99997,"3800 Colonel Glenn Highway, Fairborn, OH",39.77580549928189,-84.07315514050545
9730,5440 Dixie Hwy,Fairfield,OH,2790-89741,"5440 Dixie Hwy, Fairfield, OH",39.3356946,-84.52465278959932
9732,20645 Center Ridge Road,Fairview Park,OH,13205-104538,"20645 Center Ridge Road, Fairview Park, OH",41.462675,-81.849604
9733,1996 Tiffin Avenue,Findlay,OH,24886-237519,"1996 Tiffin Avenue, Findlay, OH",41.05554925,-83.6067874379232
9734,1150 Smiley Ave.,Forest Park,OH,11281-104005,"1150 Smiley Ave., Forest Park, OH",39.298358939314475,-84.51778358146984
9738,9791 Vista Way,Garfield Heights,OH,9405-96432,"9791 Vista Way, Garfield Heights, OH",41.4095054,-81.6161365
9739,3875 Massillon Road,Green,OH,22528-198264,"3875 Massillon Road, Green, OH",40.95651246808511,-81.46547061702128
9740,2191 Stringtown Road,Grove City,OH,2453-19280,"2191 Stringtown Road, Grove City, OH",39.87863991821898,-83.06196504608272
9741,1732 Stringtown Road,Grove City,OH,10288-99990,"1732 Stringtown Road, Grove City, OH",39.87882615555886,-83.04234789461228
9742,4144 Buckeye Pkwy,Grove City,OH,76857-113949,"4144 Buckeye Pkwy, Grove City, OH",39.8766789,-83.0372104
9743,5965 Hoover Rd,Grove City,OH,73913-87640,"5965 Hoover Rd, Grove City, OH",39.840776,-83.073354
9744,4747 Tylersville Rd,Hamilton,OH,21213-209986,"4747 Tylersville Rd, Hamilton, OH",39.3675154,-84.517522
9745,3369 Princeton Rd,Hamilton,OH,76289-95454,"3369 Princeton Rd, Hamilton, OH",39.3925896,-84.5366968
9746,10515 Harrison Ave,Harrison,OH,3878-129151,"10515 Harrison Ave, Harrison, OH",39.2514237826087,-84.79233008695653
9747,910 HEBRON ROAD,HEATH,OH,47964-254404,"910 HEBRON ROAD, HEATH, OH",40.02804587377865,-82.44393896647502
9748,3642 Fishinger Blvd.,Hilliard,OH,2431-233164,"3642 Fishinger Blvd., Hilliard, OH",40.0318,-83.115966
9749,4211 Trueman Blvd,Hilliard,OH,76414-90406,"4211 Trueman Blvd, Hilliard, OH",40.03811,-83.1234644
9750,6635 Airport Highway,Holland,OH,23420-229545,"6635 Airport Highway, Holland, OH",41.6103416,-83.7117474
9751,7059 Orchard Centre Dr,Holland,OH,21642-212105,"7059 Orchard Centre Dr, Holland, OH",41.609433,-83.71030372612913
9752,85 South Main Street,Hudson,OH,2321-1986,"85 South Main Street, Hudson, OH",41.23646113393795,-81.44051737719857
9753,6901 Rockside Road,Independence,OH,2531-35240,"6901 Rockside Road, Independence, OH",41.3962696,-81.641836
9756,2115 E Dorothy Lane,Kettering,OH,72906-94520,"2115 E Dorothy Lane, Kettering, OH",39.70291719124876,-84.12574425510854
9758,1141 E Main St,Lancaster,OH,79210-93002,"1141 E Main St, Lancaster, OH",39.713763368421056,-82.57950689473684
9759,1626 N. Memorial Dr.,Lancaster,OH,13457-106689,"1626 N. Memorial Dr., Lancaster, OH",39.73177210765977,-82.6163103914927
9760,1425 Columbus Ave,Lebanon,OH,79498-102561,"1425 Columbus Ave, Lebanon, OH",39.452850699334235,-84.1811338875666
9761,21 Neverland Drive,Lewis,OH,2681-66702,"21 Neverland Drive, Lewis, OH",40.1579702,-83.019529
9764,6819 Liberty Plaza Drive,Liberty Township,OH,11739-104931,"6819 Liberty Plaza Drive, Liberty Township, OH",39.37850673355989,-84.37852821673405
9765,7590 Blake Street,Liberty Township,OH,27624-248085,"7590 Blake Street, Liberty Township, OH",39.3705566,-84.3698198
9766,730 West Market Street,Lima,OH,78087-125110,"730 West Market Street, Lima, OH",40.7404231,-84.11920084741644
9767,4310 Leavitt Road,Lorain,OH,20083-195684,"4310 Leavitt Road, Lorain, OH",41.3470714,-82.2157962
9769,24663 Cedar Rd,Lyndhurst,OH,2692-83761,"24663 Cedar Rd, Lyndhurst, OH",41.50137075112443,-81.50144631784109
9770,27105 Cedar Rd,Lyndhurst,OH,72849-93955,"27105 Cedar Rd, Lyndhurst, OH",41.50125258242741,-81.48899018897113
9771,7011 Miami Ave,Madeira,OH,286-1502,"7011 Miami Ave, Madeira, OH",39.188534833333335,-84.36337400000001
9773,1500 Lexington Ave,Mansfield,OH,72821-87633,"1500 Lexington Ave, Mansfield, OH",40.7188189,-82.5492834439015
9774,1060 Ashland Road,Mansfield,OH,72568-108100,"1060 Ashland Road, Mansfield, OH",40.7742365,-82.4762457
9775,2172 Walker Lake Road,Mansfield,OH,2793-89780,"2172 Walker Lake Road, Mansfield, OH",40.784909,-82.5642938
9778,130 McMahan Blvd.,Marion,OH,11283-103634,"130 McMahan Blvd., Marion, OH",40.5817569,-83.08211471716997
9779,1428 Marion Waldo Rd,Marion,OH,72825-87641,"1428 Marion Waldo Rd, Marion, OH",40.559643891932936,-83.1180777317941
9780,1081 Delaware Ave,Marysville,OH,10843-102043,"1081 Delaware Ave, Marysville, OH",40.23758766666667,-83.350014
9782,8467 Mason Montgomery Rd.,Mason,OH,10787-101285,"8467 Mason Montgomery Rd., Mason, OH",39.3158952,-84.3132423
9783,5210 State Route 741,Mason,OH,79482-104060,"5210 State Route 741, Mason, OH",39.385242,-84.287435
9785,2 Massillon Marketplace Drive SW,Massillon,OH,10049-99147,"2 Massillon Marketplace Drive SW, Massillon, OH",40.7655691,-81.52114958221372
9786,1980 Lincoln Way,Massillon,OH,76413-96612,"1980 Lincoln Way, Massillon, OH",40.795017692307695,-81.54719346153846
9787,1435 Reynolds Rd,Maumee,OH,19923-195067,"1435 Reynolds Rd, Maumee, OH",41.588641,-83.66473
9788,1456 SOM Center Rd,Mayfield Heights,OH,8796-95057,"1456 SOM Center Rd, Mayfield Heights, OH",41.52095315151515,-81.43879266666667
9789,1285 Som Center Rd,Mayfield Heights,OH,19443-197088,"1285 Som Center Rd, Mayfield Heights, OH",41.5246664,-81.4348893
9790,1015 N Court St,Medina,OH,76571-101530,"1015 N Court St, Medina, OH",41.15482723076923,-81.86284461538462
9791,897 North Court Street,Medina,OH,10645-101967,"897 North Court Street, Medina, OH",41.1503138,-81.8634894
9792,7681 Mentor Avenue,Mentor,OH,2534-35239,"7681 Mentor Avenue, Mentor, OH",41.6594804,-81.366879
9793,9669 Mentor Ave,Mentor,OH,76858-111527,"9669 Mentor Ave, Mentor, OH",41.6862594,-81.2939781
9794,7850 Mentor Ave.,Mentor,OH,28631-250016,"7850 Mentor Ave., Mentor, OH",41.6565258,-81.3606171
9795,9372 Mentor Avenue,Mentor,OH,2598-57259,"9372 Mentor Avenue, Mentor, OH",41.677234257180416,-81.3091331313309
