,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates
23,First American Records Management Company (FARM)  ,Traditional,19970101,"Palo Alto, CA, USA",Acquired,Iron Mountain (information management),19990401,1024,,https://www.ironmountain.com/,,"Boston, MA, USA","['Ken\xa0Saxon ', 'Tom\xa0Bird ']",['Will\xa0Thorndike'],[]
24,Circle Point Capital Corporation  ,Traditional,19960501,"Menlo Park, CA, United States",Inactive,,19991201,422,,,,,['Dale\xa0Blocher'],[],[]
25,Tony Distefano Search Fund  ,Traditional,19990101,"Orinda, CA, USA",Acquired,Arrival Communications,20000301,1023,,https://www.linkedin.com/in/tony-distefano-a0a14524/,Business Services,"Bakersfield, CA, USA",['Tony\xa0Distefano '],['Will\xa0Thorndike'],[]
26,Falck Holt  ,Traditional,19980601,"Seattle, WA, United States",Acquired,Brandrud Furniture (acquired by Herman Miller),20000901,489,http://www.falckholt.com/,,Wholesale,"Seattle, WA, United States","['Lee\xa0Falck', 'Bobby\xa0Holt ']","['Rob\xa0Marks ', 'David\xa0Niemiec ', 'Rick\xa0Stratford']",[]
27,Rockwood Equity  ,Self Funded,19990101,"New York, NY, United States",Acquired,"Hunter Manufacturing Co. (now, HDT Global)",20001001,389,http://www.rockwoodequity.com/,http://www.hdtglobal.com/,Manufacturing,"Solon, OH ",['Brett\xa0Keith '],[],[]
28,Blackford Capital  Harvard University - Harvard Business School,Traditional,20000601,"Grand Rapids, MI, United States",Acquired,Quality Imaging Products,20010101,260,http://www.blackfordcapital.com/,http://www.knokko.com/qip/1_board.html,Finance,"Orange County, CA, United States",['Martin\xa0Stein'],"['Craig\xa0Burr ', 'Bill\xa0Egan ', 'John\xa0Gaylord ', 'Linc\xa0Holland ', 'Greg\xa0Kaufman ', 'Carl\xa0Martignetti ', 'David\xa0Morrison ', ""Michael F\xa0O'Connell"", 'Adrian\xa0Slywotzky ', 'Tim\xa0Solso ', 'Jim\xa0Southern', 'Al\xa0Weatherhead ', 'Jonathan\xa0West ', 'Steven\xa0Wheelwright']",[]
29,Mike and Linda Katz ,Self Funded,20000202,"Boston, MA, United States",Acquired,Molded Dimensions,20010101,414,,http://www.moldeddimensions.com/,Business Services,"Port Washington, WI, United States","['Linda\xa0Katz ', 'Mike\xa0Katz ']",[],[]
30,Jim Southern Search Fund 3  ,Traditional,20000101,"Florida, United States",Acquired,Continental Fire & Safety Services,20010101,689,,http://continentalfireandsafety.com/,Business Services,"Rockville, MD, United States","['Jim\xa0Southern', 'Scott\xa0Sheaffer']",['Will\xa0Thorndike'],[]
31,Aragon Capital  London Business School,Traditional,19980108,"London, United Kingdom",Acquired,AP Benson/FamilyGenetix,20010301,429,,http://www.apbenson.com,Business Services,"London, United Kingdom",['Tom\xa0Girn '],[],[]
32,Pratap Mukherjee & Brian Haas Serach Fund  ,Traditional,20000101,"Palo Alto, CA, USA",Acquired,Beacon Fire & Safety,20011001,1022,,https://www.cintas.com/fire-protection-services/,Business Services,"San Francisco, CA, USA","['Pratap\xa0Mukherjee', 'Brian\xa0Haas ']",['Will\xa0Thorndike'],[]
33,Michael Sanabria Search Fund  ,Self Funded,20021101,"Santa Rosa, CA, United States",Acquired,Impress Northwestern,20021111,682,,http://www.thegoodeco.com,Business Services,"Santa Rosa, CA, United States",['Michael\xa0Sanabria'],[],[]
34,SC Ventures  ,Traditional,20011101,"New York, NY, United States",Acquired,Affinitel,20030101,568,http://www.scven.com,http://www.affinitel.com/,Utilities,"San Francisco, CA 94105, United States",['Pankaj\xa0Amin'],['Elaine\xa0Boxer '],[]
35,Montebello Capital  ,Traditional,20010101,"Cupertino, CA, United States",Acquired,Aero Logistics,20030101,411,,http://www.aero-logistics.net,Transportation,"Monroeville, PA, United States","['John\xa0Fowler ', 'Josh\xa0Greenberg ']",[],[]
36,Teton Industries  ,Traditional,20020101,"Arlington, WA",Acquired,CheckSum,20030101,270,http://www.tetonindustries.com/,http://www.checksum.com/,Business Services,"Arlington, WA, United States",['John\xa0VanNewkirk '],"['Craig\xa0Burr ', 'Bill\xa0Egan ', 'Hiroshi\xa0Mikitani ', ""Michael F\xa0O'Connell"", 'Howard\xa0Stevenson ', 'Steven\xa0Wheelwright']",[]
37,Genesis Ventures  ,Self Funded,19960601,"Pasadena, CA, United States",Acquired,Crossman Manufacturing,20030101,498,,http://www.crossmanmfg.com/,Manufacturing,"Ontario, CA, USA",['Yosufi\xa0Tyebkhan '],[],[]
38,"Crystal Springs Capital, LLC  ",Traditional,20010701,"San Bruno, CA, USA",Acquired,"ServiceSource International, LLC",20030101,478,,http://www.servicesource.com/,Business Services,"San Francisco, CA, United States","['David\xa0Kennedy  ', 'Mike\xa0Smerklo']","['Tom\xa0Cassutt', 'David\xa0Lazier']",[]
39,Mirablau Equity & Services GmbH  ,Self Funded,20020101,"Munich, Germany",Acquired,Grundig Business Systems,20030202,362,http://www.mira-blau.com/,http://www.grundig-gbs.com/,Business Services,"Hertfordshire, United Kingdom",['Jürgen\xa0Rilling '],[],[]
40,Julie Ha,Traditional,20020601,"Palo Alto, CA, United States",Acquired,Clarita Career College,20030228,413,,,Consumer Services,"Santa Clarita, CA, United States",['Julie\xa0Ha '],[],[]
41,Leader Creek Partners  ,Traditional,20020801,"Eugene, OR, United States",Acquired,Jody Coyote (renamed Oak Patch Gifts),20030801,509,,http://www.oakpatchgifts.com/Scripts/PublicSite/,Manufacturing,"Eugene, OR, United States","['Chris\xa0Cunning', 'Peter\xa0Day']","['Andy\xa0Dale', 'Daniel\xa0Campbell', 'J.T.\xa0Fitzgerald']",[]
42,Dionis Company  ,Traditional,20020101,"San Mateo, CA, United States",Acquired,Liberty Fitness,20040101,674,,,Consumer Services,"San Mateo, CA, United States",['Jeff\xa0Stevens'],[],[]
43,Eventide Management  Colgate University,Traditional,20030101,"New York, NY, United States",Acquired,Southern California Risk Management and Medical Audit and Management,20040618,35,,,Insurance,"Orange County, CA, United States","['Rick\xa0Taketa', 'Ken\xa0Alston']",[],[]
44,AP Capital Partners  ,Traditional,20030101,"Orlando, FL, United States",Acquired,ZeroChaos,20041201,425,http://www.apcpartners.com/,http://www.zerochaos.com/,Software,"Orlando, FL, United States","['Richard\xa0Powell', 'Frantz\xa0Alphonse ']",[],[]
45,"Rabbit Creek Partners, LLC  ",Traditional,20030601,"Boston, MA, United States",Acquired,Acken Signs,20041201,432,,,Manufacturing,"Bluefield, VA, United States",['Doren\xa0Spinner '],"['Jim\xa0Sharpe', 'Larry\xa0Lepard']",[]
46,Access CIG  ,Single Sponsor,20040301,"Palo Alto, CA, United States",Acquired,RecordXpress,20041201,559,https://informationprotected.com/,http://InformationProtected.com,Business Services,"Livermore, CA, United States",['Dennis\xa0Barnedt '],"['Aaron\xa0Gabbart', 'Joel\xa0Peterson', 'Will\xa0Thorndike']",[]
47,"Liffey Thames Group, LLC  ",Traditional,20020601,"San Francisco, CA, United States",Acquired,"SFL Data, Inc. (now known as Discovia)",20041201,443,,https://www.discovia.com/,Business Services,"San Francisco, CA, United States","['Christian\xa0Lawrence', 'Ciaran\xa0Power']","['Jim\xa0Southern', 'Coley\xa0Andrews', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'Todd\xa0Tracey']",[]
48,Altos Andes  ,Traditional,20030101,Chile,Acquired,Glasstech S.A. (auto glass systems),20050101,984,,http://www.glasstech.com,Manufacturing,Chile,['Carlos\xa0Fell '],"['Cristóbal\xa0Lira ', 'Guillermo\xa0Agüero ', 'Sergio\xa0Gutiérrez ', 'Luis\xa0Chadwick ']",[]
49,Argo Investors LLC  Princeton University,Traditional,20021201,"Bothell, WA, United States",Acquired,FWH (Fast Water Heater) Acquisition Co. LLC,20050101,346,,,Consumer Services,"Bothell, WA, United States",['Jason\xa0Hanleybrown'],"['Chris\xa0Carter ', ""John\xa0O'Connell"", 'Neil\xa0Russell Foster ', 'Debbie\xa0Ivy ', ""Michael F\xa0O'Connell"", 'Bill\xa0Reid ', 'Todd\xa0Sandoz ', 'Paul\xa0Huber ', 'Jerry\xa0Ivy ', 'Jeffrey\xa0David Jordan ']",[]
50,Argo Management Partners  ,Traditional,20010701,"Chicago, IL, United States",Acquired,"Hunter MFG, LLP",20050101,505,http://www.argo-partners.com/,http://www.huntermfg.net/,Business Services,"Fairfield, NJ, United States","['Daniel\xa0Campbell', 'J.T.\xa0Fitzgerald']","['Stephen\xa0Bent ', 'Nicholas\xa0Brady ', 'Russell\xa0Fisher ', 'William\xa0Hunter ', 'Thomas\xa0Sturges ']",[]
51,"Leadgate, S.A. Carnegie Mellon University - Tepper School of Business",Self Funded,20040101,"Montevideo, Uruguay",Acquired,Industry: Dairy processing and retail distribution out of bankruptcy,20050101,412,,,Agriculture,"Montevideo, Uruguay","['Matias\xa0Campiani ', 'Arturo\xa0Alvarez-Demalde ', 'Hugo\xa0Sebastian Hirsch ']",[],[]
52,A.J. Wasserstein Search Fund  ,Traditional,,"Connecticut, United States",Acquired,Onesource Water,20050101,707,,http://onesourcewater.net/,Utilities,"Farmington, CT 06032, United States",['A.J.\xa0Wasserstein'],['Harold\xa0Mottet'],[]
53,Pendleton Capital  Stanford University - Graduate School of Business,Traditional,20030606,"Los Angeles, CA, United States",Acquired,InterPrint,20050330,219,,,Business Services,"Los Angeles, CA, United States","['Jim\xa0Tierney', 'Jason\xa0Elk ']",[],[]
54,Jim Edmunds search fund  ,Traditional,20040101,"San Francisco, CA, USA",Acquired,Celebrity Kids Portrait Studios (photography),20050401,1071,,,,"San Francisco, CA, USA","['Jim\xa0Edmunds', 'Nicholas\xa0Weiksner']",[],[]
55,Wheelock Partners  ,Traditional,20040101,"Gardner, MA, United States",Acquired,New England Peptide,20050401,305,http://www.wheelockpartners.com/,www.newenglandpeptide.com,Healthcare,"Gardner, MA","['Dave\xa0Robinson ', 'Benjamin\xa0Robinson ', 'Naren\xa0Nayak ']","[""Michael F\xa0O'Connell"", 'Owen\xa0Colligan ', 'Craig\xa0Burr ', 'Brett\xa0Keith ', 'Jim\xa0Southern', 'Das\xa0Narayandas ']",[]
56,Headland Partners  ,Traditional,20030401,"San Francisco, CA, United States",Acquired,ProService Hawaii,20050701,431,,http://www.proservice.com/,Business Services,"Honolulu, HI, United States","['Ben\xa0Godsey ', 'Dustin\xa0Sellers ']","['Tom\xa0Cassutt', 'David\xa0Lazier', 'Brad\xa0Brown', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Will\xa0Thorndike', 'John\xa0Chendo']",['Brian\xa0Andrés Helmick']
57,"Willow Capital, LLC  ",Self Funded,20030101,"Lake Oswego, OR, United States",Acquired,AlphaCard,20051001,309,inactive: http://www.willowcapital.com/,http://www.alphacard.com/,Business Services,"Portland, OR, United States","['Josh\xa0Daniels', 'Brett\xa0Fluegel ']",[],[]
58,Entrada Ventures LLC  ,Self Funded,20041010,"Albuquerque, NM, United States",Acquired,MIOX Corp.,20051001,482,,http://www.miox.com/,Wholesale,"Albuquerque, NM, United States","['Carlos\xa0Perea ', 'John\xa0Gerhart ']","['Trevor\xa0Loy ', 'Dirk\xa0McDermott ']",[]
59,Stoddard Hill Capital  ,Traditional,20031111,"Cincinnati, OH, United States",Acquired,iNET Interactive,20051111,135,http://www.stoddardhillcapital.com/,http://www.penton.com/inet-interactive/,Software,"Cincinnati, OH, United States",['Troy\xa0Augustine'],"['Tom\xa0Cassutt', 'David\xa0Lazier', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Brad\xa0Brown']",[]
60,Footbridge Partners  ,Traditional,20040120,"Atlanta, GA 30357, USA",Acquired,Own and operate multiple children’s play space facilities throughout Manhattan.,20060101,870,,,,"Manhattan, New York, NY, USA",['Brian\xa0Davis '],"[""Michael F\xa0O'Connell"", 'Howard\xa0Stevenson ', 'Tommy\xa0Beman ', 'Craig\xa0Burr ', 'Tom\xa0DeLong ', 'James\xa0Greene ', 'Joe\xa0Patton ', 'Harry\xa0Augur ', 'Robert\xa0Bowman ', 'Bob\xa0Carton ', 'Bill\xa0Egan ']",[]
61,Pacific Onset Capital  ,Traditional,20050412,"Los Angeles, CA, United States",Acquired,Avadyne Health,20060110,183,inactive: www.pacificonset.com,https://www.avadynehealth.com/,Healthcare,"San Diego, CA, United States",['Moises\xa0Eilemberg'],"['Tom\xa0Cassutt', 'David\xa0Lazier', 'Bill\xa0Egan ', 'Rich\xa0Kelley', ""Michael F\xa0O'Connell"", 'Howard\xa0Stevenson ', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'William\xa0Leachman ', 'Leonardo\xa0Simpser', ""MK\xa0O'Connell""]",[]
62,VantageCap Partners  ,Traditional,20031212,"Dallas, TX, United States",Acquired,Behavioral Health Group,20060404,146,,http://www.bhgrecovery.com,Healthcare,"Dallas, TX, United States","['Andy\xa0Love', 'Jim\xa0Draudt']","['David\xa0Carver', 'Jim\xa0Edmunds']",['Mark\xa0Turner']
63,Mt. Auburn Partners  ,Traditional,20040601,"Boston, MA",Acquired,IVIZE (acquired by Modus),20060601,277,,http://discovermodus.com/,Business Services,"Charlotte, NC, United States","['Malte\xa0Bernholz ', 'Joel\xa0Milne ']","['David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Brad\xa0Brown', 'Paul\xa0Davies', ""Michael F\xa0O'Connell""]",[]
64,Council Oak Investors  ,Traditional,20061005,"Austin, TX, USA",Acquired,Formaspace (custom furniture),20060605,995,,formaspace.com,Manufacturing,"Austin, TX, USA",['Jeff\xa0Turk'],[],[]
65,North Point Capital Partners  ,Traditional,20050101,"Long Lake, MN, United States",Acquired,Asset Recovery Corporation,20061010,207,,http://www.arrow.com,Business Services,"Minneapolis, MN, United States",['Marshall\xa0Johnson'],"['David\xa0Carver', 'Jim\xa0Edmunds']",[]
66,OPK Capital  ,Traditional,20060501,"Markham, ON, Canada",Acquired,Lind Equipment,20070101,283,http://www.opkcapital.com/,http://www.lindequipment.net,Manufacturing,"Markham, Ontario, Canada","['Brian\xa0Astl ', 'Sean\xa0Van Doorselaer ']","['Scott\xa0Asen', 'Craig\xa0Burr ', 'David\xa0Frankel ', 'Richard\xa0Ivey ', ""Michael F\xa0O'Connell"", 'Howard\xa0Stevenson ', 'Will\xa0Thorndike', 'Bill\xa0Young ', 'David\xa0Young ', 'Grant\xa0Gund', 'Ralph\xa0Vogel', 'Zack\xa0Gund ']",[]
67,Fairview Partners  ,Self Funded,20060202,"Manitowoc, WI, United States",Acquired,G & P Machine Company (now Prism Manufacturing Group),20070101,488,,,Business Services,"Port Washington, WI, United States","['Jack\xa0Zbiegien ', 'Ric\xa0Czarnecki ']",[],[]
68,Scout Capital LLC ,Traditional,20050601,"Chicago, IL, USA",Acquired,specialty contracting and manufacturing business,20070101,854,,,,,['Liesl\xa0McDonald'],[],[]
69,Reticle Partners  ,Traditional,20050601,"Pittsburgh, PA, United States",Acquired,"Columbia Northwest, Inc",20070401,609,,http://www.aliner.com,Manufacturing,"Mt. Pleasant, PA","['Ned\xa0Collins', 'David\xa0Harel ']","['Karl\xa0Krieger ', 'Dale\xa0Buckwalter ', 'Ed\xa0Anderson ', 'Eric\xa0Close ', 'Yves\xa0Carreau ', ""Dave\xa0D'Appolonia "", 'Chris\xa0Farls ', 'Matt\xa0Levy ', 'Lhormer\xa0', 'Dan\xa0Lynch ', 'Hal\xa0Mendlowitz ', 'Patrick\xa0Mercier ', 'Scott\xa0Wolford ']","['Eric\xa0Close ', 'Chris\xa0Faris ', 'Chuck\xa0Kennedy ']"
70,J. Devien Capital LLC  ,Traditional,20050601,"Atlanta, GA, United States",Acquired,American Biosurgical LLC,20070501,406,,http://www.americanbiosurgical.com,Healthcare,"Atlanta, GA","['Joe\xa0McGhee', 'James\xa0Kennedy ', 'Paul\xa0Mooney ']","['Scott\xa0Asen', 'Craig\xa0Burr ', 'Tom\xa0Cassutt', 'David\xa0Lazier']",['Elliott\xa0Holland']
71,Diligent Capital LLC  ,Traditional,20060501,"Fort Myers, FL, United States",Acquired,ChildCare Careers,20070601,481,,http://www.childcarecareers.net/,Consumer Services,"Brisbane, CA, USA","['Peter\xa0L. Jones ', 'Jason\xa0D. Jones ']",[],[]
72,Venatus Capital Partners  ,Traditional,20060101,"Redondo Beach, CA, United States",Acquired,"EM-Assist, Inc. (environmental program management and technical support services to DoD)",20070701,387,,,Business Services,"Sacramento, CA, USA",['Jeremy\xa0Burr'],"['Scott\xa0Asen', 'James\xa0Braun ', 'Craig\xa0Burr ', 'Bill\xa0Egan ', 'Nabil\xa0El-Hage ', 'Jeffrey\xa0Evans ', 'Russell\xa0Fisher ', 'J.T.\xa0Fitzgerald', 'James\xa0Freedman ', 'Andreas\xa0Graham ', 'James\xa0Higgins ', 'Arnaud\xa0Karsenti ', ""Michael F\xa0O'Connell"", ""Paul\xa0O'Leary "", 'Michael\xa0Rosenberg ', 'Rafael\xa0Somoza', 'José\xa0Stella', 'Howard\xa0Stevenson ', 'Will\xa0Thorndike', 'Jim\xa0Wilder']",[]
73,Travis Ayers' Search Fund  ,Self Funded,,"Friday Harbor, WA, USA",Acquired,Luxel Corporation (research equipment),20070801,849,,https://luxel.com/,Manufacturing,"Friday Harbor, WA, USA",['Travis\xa0Ayers'],[],[]
74,"Buck Creek Capital, LLC  ",Traditional,20050101,"Seattle, WA, United States",Acquired,Fresca Mexican Foods LLC,20070808,473,,http://frescamex.com/,Wholesale,"Boise, ID, United States",['Andrew\xa0Savin'],"['Andy\xa0Dale', 'John\xa0Buttrick ', 'Phil\xa0Calian ', 'Stephen\xa0Clearman', 'William\xa0Cohan', 'Timothy\xa0Dunley ', 'David\xa0Gabrieli ', 'Larry\xa0Lepard', 'Howard\xa0Stevenson ', 'Will\xa0Thorndike', 'Richard\xa0Vines ', 'Howard\xa0Philip Welt ', 'Steve\xa0Brown ', 'Craig\xa0Burr ']",[]
75,Blue Canyon Capital  ,Traditional,20060606,"Dayton, OH, United States",Acquired,VRI,20071010,161,http://bluecanyoncapital.com/,http://www.vricares.com/,Healthcare,"Dayton, OH, United States","['Chris\xa0Hendriksen', 'Andy\xa0Schoonover']","['Bill\xa0Egan ', 'Jeff\xa0Goettman ', 'Paul\xa0Furlow', 'Craig\xa0Burr ', 'Chris\xa0Nassetta ', 'Jim\xa0Risoleo ', 'Bob\xa0Oster ', 'Kent\xa0Weaver', 'Steve\xa0Lanter ', 'Martin\xa0Cagan ', 'Mike\xa0Cantonis ', ""Michael F\xa0O'Connell"", 'Chris\xa0Clevenger ', 'Jay\xa0Kern ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Howard\xa0Stevenson ', 'Robert\xa0Dahl ', 'Scott\xa0Grossman ', 'Daniel\xa0Henn ', 'Michael\xa0Aubrey ', 'Doug\xa0McCormick ']",[]
76,Geminus Capital Partners  ,Traditional,20070707,"Philadelphia, PA, United States",Acquired,Penn Warranty Corporation,20080101,222,http://www.geminuscapital.com/,https://www.pennwarranty.com/,Insurance,"Wilkes-Barre, PA, United States",['Jude\xa0Tuma'],"['Ralph\xa0Vogel', 'Grant\xa0Gund', 'Will\xa0Thorndike', 'Jim\xa0Wilder', 'Joe\xa0Niehaus', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'Bill\xa0Egan ', 'Craig\xa0Burr ', 'David\xa0Dodson', 'David\xa0Lazier', 'Jim\xa0Southern', 'John\xa0Kephart ', 'José\xa0Stella', ""Michael F\xa0O'Connell"", 'Rafael\xa0Somoza', 'Scott\xa0Asen', 'Tom\xa0Cassutt']",[]
77,Ashford Venture Partners  ,Traditional,20070303,"San Juan, Puerto Rico",Acquired,QMC Telecom,20080101,200,,http://www.qmctelecom.com.br/,Utilities,"San Juan, Puerto Rico","['Rafael\xa0Somoza', 'José\xa0Stella']","['Todd\xa0MacLean ', 'Morgan\xa0Livermore ', 'Will\xa0Thorndike', 'Jim\xa0Wilder', 'Joe\xa0Niehaus', 'Quadrant\xa0Capital Advisors ', 'Aaron\xa0Gabbart', 'Joel\xa0Peterson', 'Jim\xa0Southern', 'David\xa0Dodson', 'Coley\xa0Andrews']",['Sebastian\xa0Perez Restrepo']
78,BearTree Partners  ,Traditional,20050808,"Los Angeles, CA, United States",Acquired,Verengo,20080101,215,,http://www.verengosolar.com/,Consumer Services,"Orange County, CA, United States","['Randy\xa0Bishop', 'Ken\xa0Button ']","['Tim\xa0Ludwig', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'David\xa0Carver', 'Jim\xa0Edmunds']",[]
79,Johns Creek Partners  ,Traditional,20070101,"Norcross, GA, United States",Acquired,"Medical Positioning, Inc",20080212,390,,http://www.medicalpositioning.com/,Manufacturing,"Kansas City, MO, United States",['Ruben\xa0Salinas '],"['Robert\xa0Anderson ', 'Scott\xa0Asen', 'Craig\xa0Burr ', 'Stephen\xa0Clearman', 'Owen\xa0Colligan ', 'David\xa0Dodson', 'Bill\xa0Egan ', 'Jaime\xa0Irick ', 'Brett\xa0Keith ', 'Rafael\xa0Somoza', 'Jim\xa0Southern', 'José\xa0Stella', 'Howard\xa0Stevenson ', 'Will\xa0Thorndike', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley']",[]
80,"Violet Hill Ventures, LLC  ",Traditional,20040101,Pasadena CA,Acquired,"Sparling Instruments, LLC",20080501,470,,http://www.sparlinginstruments.com/,Manufacturing,"El Monte, California, United States",['Yosufi\xa0Tyebkhan '],[],[]
81,Pinamar Investments  ,Self Funded,20060606,"Denver, CO, United States",Acquired,Wyatt Towing,20080606,220,,http://www.wyattstowing.com/,Transportation,"Denver, CO, United States",['Troy\xa0Porras'],[],[]
82,HWI Partners - Search Fund I,Traditional,20050301,"Wilmington, DE, United States",Acquired,Custom Cable (and others),20080701,484,https://hwipartners.com,https://hwipartners.com,Business Services,"Tampa, FL, United States",['Martin\xa0Hunt '],"['Bertram\xa0Scott ', 'Earl\xa0F.Hilliard ', 'Brian\xa0Holland ', 'Lee\xa0Ciccarelli ', 'Preston\xa0Polk ', 'James\xa0Thornton ', 'Stephen\xa0Hurly ', ""Michael F\xa0O'Connell"", 'Joe\xa0McGhee', 'Will\xa0Thorndike', 'Howard\xa0Stevenson ', 'Samuel\xa0J. Boyd Jr.', 'Alexander\xa0Wit ', 'Kenneth (Ken)\xa0Hunt ']",[]
83,Gordian Capital ,Traditional,20080101,"New York, NY, United States",Acquired,Staff One,20080701,466,http://www.gordiancapital.com/,http://www.staffone.com,Business Services,"Dallas, TX, United States","['Mark\xa0Sinatra', 'Robert\xa0Befidi ']","['Tom\xa0Cassutt', 'David\xa0Lazier', 'David\xa0Carver', 'Jim\xa0Edmunds']",[]
84,Semeia Brasil  ,Traditional,20050601,"São Paulo, State of São Paulo, Brazil",Acquired,Inside Mídia Interativa,20080901,1055,,https://www.linkedin.com/in/renatodesousa/,Software,"São Paulo, State of São Paulo, Brazil","['Gabriel\xa0Braga', 'Guilherme\xa0Passos ', 'Bruno\xa0Gardenal YukiharI ', 'Gabriel\xa0Migliori Neto ']",['Rafael\xa0Ramalho '],[]
85,Sean Callahan Search Fund  ,Single Sponsor,20071101,"San Francisco, CA, United States",Acquired,YDesign,20080901,681,,http://www.ydesigngroup.com,Manufacturing,"San Francisco, CA, United States",['Sean\xa0Callahan'],['Graham\xa0Weaver'],[]
86,Spec Limit Capital Partners  ,Traditional,20070601,"Chicago, IL, United States",Acquired,Progressive Bronze Products + add on: Chicago Copper & Iron,20081201,446,http://www.speclimit.com/,http://pbronze.com/,Manufacturing,"Chicago, IL, United States",['Matt\xa0Littell '],"['Tim\xa0Ludwig', 'Edward\xa0Benford ', 'J.T.\xa0Fitzgerald', 'Daniel\xa0Campbell', 'William P.  ""Bill""\xa0Sutter, Jr. ', 'Richardo\xa0Forrer ', 'A.J.\xa0Wasserstein']",[]
87,Pioneer Equity Partners  ,Traditional,20070101,"Charlotte, NC, United States",Acquired,BNI Global,20090101,372,http://pioneerequity.com/, http://www.bni.com,Business Services,"Charlotte, North Carolina, United States",['Graham\xa0Weihmiller'],"['Jim\xa0Southern', 'Coley\xa0Andrews', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Brad\xa0Brown']",[]
